"A.ASBX.PB.","D.RHM.PB.","I.LDO.PB.","F.CSF.PB.","BA..PB.","RR..PB.","TK.ASE.PB.","IS.ESLT.PB.","U.NOC.PB.","U.RTX.PB.","U.HII.PB.","U.LMT.PB.","X.AXON.PB.","X.MANT.PB.","U.BWXT.PB.","U.CW.PB.","X.SWBI.PB.","U.GD.PB.","U.RGR.PB.","X.POWW.PB.","U.CACI.PB.","X.HON.PB."
1.29,114.61,16.27,103.5,7.41,4.12,3.65,148.07,299.16,69.81,242.54,311.05,21.53,49.89,60.18,119.3,10.31,198.85,49.05,6.14,126.3,139.23
1.29,114.92,12.75,103.21,7.3,4.07,3.7,147.9,298.14,69.66,240.8,311.17,21.15,49.64,60.5,118.23,10.44,199.77,49.3,6.03,124.75,139.61
1.34,113.18,12.21,102.63,7.05,3.98,3.91,146.18,298.37,69.04,239.19,312.9,21.12,48.89,60.58,118.24,10.25,200.14,48.8,5.93,124.9,140.48
1.32,115.25,11.62,102.37,7.08,3.96,4.21,145.03,300.33,70.08,237.47,313.72,21.4,48.51,60.83,118.46,10.07,200.21,48.4,5.85,123.4,141.07
1.28,114.51,12.13,102.8,7.09,3.98,3.73,142.39,299.99,69.35,235.57,310.66,21.89,48.24,59.86,117.37,10.25,199,48.75,5.8,122.9,140.15
1.26,117.36,11.72,102.22,7.11,3.93,3.01,139.29,300.49,69.52,235.82,312.62,22.38,48.36,59.98,119.24,10.25,199.2,49.45,5.78,125.65,140.63
1.26,117.64,11.67,101.44,7.03,3.9,3.13,140.43,296.86,68.74,232.86,309.62,23.13,48.45,59.9,118.28,10.36,197.77,50.2,5.79,125.15,140.25
1.27,119.24,11.56,101.44,7.15,3.93,3.09,139.83,300.84,68.68,234.29,314.59,23.61,48.99,60.11,119.88,10.15,198.74,49.05,5.83,126.9,141.68
1.25,120.01,11.88,100.72,7.14,3.9,3.09,140.41,304.32,69.04,236.55,316.94,23.84,49.86,60.79,121.45,10.31,200.1,49.95,5.87,130.95,143.01
1.23,117.67,12.22,101.33,7.12,3.89,3.05,143.51,302.02,68.84,234.04,314.88,23.76,49.26,61,120.59,10.36,200.06,50.35,5.92,127.9,142.64
1.29,120.54,12.13,102.29,7.13,3.9,2.99,144.74,301.79,68.84,233.79,314.71,23.81,49.15,61.28,120.59,10.2,199.92,49.74,5.97,127.11,142.82
1.34,121.54,11.96,101.32,7.11,3.89,2.98,147.61,302.77,68.97,234.35,315.82,24.05,49.2,61,120.94,10.2,200,49.85,6,128,143.33
1.27,120.72,11.77,99.94,7.13,3.87,3,146.18,303.65,69.06,234.91,316.68,24.42,48.95,60.24,121.27,10.55,201.07,51.8,6.02,127.95,144.03
1.26,121.86,11.72,97.66,7.19,3.81,2.79,145.52,307.89,69.43,241.16,319.07,24.86,49.84,61.32,123.77,10.66,204.19,53.55,6.01,129.8,146.26
1.24,121.98,11.56,96.87,7.15,3.77,2.79,141.73,306.62,69.68,239.68,320.66,24.96,50.47,60.95,122.89,10.74,204.16,54.25,5.99,129.85,146.71
1.22,123.35,11.58,97.93,7.25,3.76,3.1,139.06,307.34,71.66,241.68,319.47,24.87,50.98,62.42,124.2,10.77,207.18,54.75,5.96,132,149.36
1.24,121.98,11.43,98.01,7.25,3.67,3.07,138.71,299.64,70.84,236,313.64,24.49,50.91,61.87,123.69,10.45,202.61,54,5.92,130.95,147.82
1.21,123.82,11.35,98.34,7.3,3.68,3.04,141.12,300.57,70.81,234.21,311.84,24.08,51.37,61.76,121,10.81,201.7,55.55,5.87,131.25,147.23
1.21,120.86,11.35,97.16,7.23,3.7,3,138.91,297.77,70.95,232.88,310.19,24.09,51.03,61.5,122.54,10.98,199.88,55.65,5.82,131.4,146.55
1.19,119.77,11.45,98.03,7.36,3.68,2.94,136.99,300.23,71.49,233.98,312,23.99,50.65,61.28,122.47,10.94,200.22,54.95,5.77,130.45,146.52
1.17,120.68,11.49,98.07,7.27,3.69,2.96,136.3,302.78,72.21,235.92,314.47,24.33,50.32,61.77,123.16,11.47,200.17,55.9,5.71,131.75,146.75
1.19,121.58,11.52,98.7,7.31,3.67,3.11,132.45,305.5,72.41,237.02,315.88,24.5,50.48,61.98,122.31,10.37,201.07,51.5,5.67,133.5,147.14
1.2,120.84,11.53,99.6,7.31,3.64,3.11,136.7,304.59,72.72,234.12,316.08,24.59,49.92,60.94,119.48,10.59,199.62,51.7,5.62,132.25,146.67
1.2,120.5,11.61,99.45,7.3,3.66,3.05,136.41,307.29,72.9,233.58,316.17,25.16,49.89,60.83,119.79,10.82,196.19,52.45,5.59,132.25,147.23
1.21,119.07,11.52,99.23,7.42,3.67,2.99,137.85,308.47,73.3,235.13,318.18,25.59,50.42,60.57,121.35,10.44,196.64,51.55,5.56,133.8,149.2
1.23,119.67,11.46,100.33,7.38,3.61,3.03,133.51,306.94,73,233.96,317.02,25.43,50.07,59.95,120.26,10.27,196.21,51.3,5.55,132.95,146.72
1.24,121.46,11.42,99.48,7.39,3.63,3.07,133.34,310.52,74.39,238.83,322.79,26.35,50.68,60.91,122.43,10.41,198.83,52.5,5.54,134.6,147.57
1.27,123.58,11.74,107.61,7.39,3.75,3.04,134.29,308.58,74.72,238.61,322.78,26.99,51.7,61.13,124.03,10.74,198.45,54.65,5.55,136.2,148.03
1.28,124.14,11.79,106.46,7.4,3.77,3.01,133.6,307.14,74.77,237.87,319.97,26.49,50.85,61.1,122.7,10.48,199.84,55.75,5.57,135.1,147.56
1.32,124.83,11.54,105.15,7.47,3.74,3.02,136.41,306.63,74.91,237.91,317.85,25.8,50.96,61.04,123.31,10.27,201.38,56.25,5.59,135.45,148.03
1.32,125.07,11.54,103.78,7.45,3.74,3,134.49,304.56,75.06,235.32,317.29,26.38,51.03,60.67,123.08,10.15,202.49,56.65,5.62,134.75,147.12
1.35,123.92,11.43,103.43,7.46,3.75,2.99,135.06,303.86,75.04,237.25,318.03,26.44,50.97,60.8,122.97,9.98,202.65,55.2,5.65,134.1,146.96
1.36,124.18,11.4,103.48,7.47,3.75,3.01,135.27,303.4,74.97,237.64,318.28,26.39,50.85,60.56,123.09,10.11,202.18,56.1,5.69,133.92,147.1
1.34,125.01,11.47,103.51,7.47,3.74,3.01,134.98,303.85,74.99,236.8,318.32,26.47,50.71,60.29,123.01,10.19,201.96,57.1,5.73,133.55,147.21
1.32,124.33,11.53,103.41,7.47,3.72,2.84,134.2,306.14,75.24,237.61,319.42,26.68,50.64,60.57,122.78,9.93,202.7,55.85,5.77,132.85,147.34
1.32,121.96,11.5,103.2,7.47,3.71,2.84,133.46,308.27,75.56,239.41,322.06,26.93,50.57,60.89,123.03,9.92,203.84,56.05,5.81,133.05,147.54
1.32,122.3,11.43,103.45,7.52,3.71,2.95,133.03,307.11,75.31,235.66,321.18,26.49,50.19,60.49,121.86,9.86,203.58,55.8,5.86,132.35,147.13
1.33,121.85,11.54,104.56,7.55,3.69,3.06,136.07,305.49,75.1,231.05,319.09,26.36,50.01,60.3,122.02,10.28,201.85,57.29,5.91,132.16,147.39
1.32,122.24,11.61,105.08,7.56,3.69,3.06,135.58,305.05,75.58,228.54,318.41,26.55,50.1,60.57,122.71,10.25,200.47,57,5.96,134.15,147.1
1.3,125.06,11.59,104.36,7.54,3.73,2.98,133.74,306.43,76.68,229.43,321.01,26.74,50.48,61.05,122.6,9.32,201.66,52.9,6,137.5,145.97
1.32,126.62,11.97,105.01,7.54,3.76,3,133.8,308.41,76.91,232.62,326.55,26.83,51.21,61.09,122.95,9.47,205.19,52.9,6.05,136.5,147.89
1.35,129.1,11.97,105.17,7.51,3.78,3,134.2,308.14,77.57,233.71,329.39,26.85,51.45,61.4,123.29,9.5,204.48,53.3,6.1,137,148.86
1.38,128.12,12.18,105.06,7.51,3.81,3.02,133.28,308.33,78.34,236,328.16,26.76,52.31,61.98,123.97,9.28,204.75,51.4,6.14,138.2,148.12
1.34,131.18,12.45,105.1,7.52,3.8,2.98,132.82,310.46,79.2,239.28,330.46,26.81,51.88,61.38,125.07,9.09,205.84,50.3,6.18,137.8,149.38
1.34,132.62,12.56,104.78,7.59,3.68,2.95,130.15,307.56,79.57,237.27,330.94,26.55,51.72,61.32,124.97,9.14,204.73,51.15,6.21,137.7,150.36
1.32,130.31,12.52,103.63,7.69,3.71,2.98,130.18,309.53,79.61,239.26,331,26.89,52.04,62.24,127.62,9.32,205.46,52.9,6.24,141.3,151.18
1.3,128.81,12.5,103.33,7.74,3.77,2.96,128.63,315.11,80.53,247.43,335.82,27.55,51.89,62.89,128.74,9.35,210.55,54.05,6.27,137.4,152.3
1.3,126.91,12.67,103.03,7.77,3.75,2.88,138.94,313.53,79.93,242.47,332.88,27.44,51.31,62.09,129.6,9.35,209,54.45,6.29,135.72,151.81
1.32,128.64,12.77,103.26,7.78,3.74,3,136.9,312.54,79.02,235.15,330.11,27.29,51.32,61.64,131.13,9.31,206.33,53.9,6.31,137.4,151.17
1.31,128.7,12.99,103.6,7.78,3.94,2.97,137.88,317.54,79.27,237.2,334.79,27.7,52.13,62.84,132.33,9.19,208.53,52.65,6.32,138.85,151.61
1.31,127.83,12.97,104.83,7.7,3.87,2.98,138.14,314.41,79.41,236.65,332.99,27.43,51.78,63.36,130.94,9.19,207.73,52.7,6.33,137.45,151.08
1.33,131.29,12.94,105.24,7.72,3.91,2.95,137.99,316.38,80.14,242.06,331.99,27.47,52.7,63.96,133.26,9.33,209.06,53.95,6.34,139.4,151.88
1.31,130.43,13.01,104.9,7.67,3.84,2.97,135.35,315.08,79.75,238.88,328.99,27.47,52.83,63.6,132.53,9.41,208.19,54.1,6.35,138.65,151.8
1.34,132.5,12.86,104.18,7.65,3.84,2.96,135.55,313.68,80.21,235.01,328.69,27.44,52.36,63.72,131.83,9.52,207.53,54.4,6.36,139.3,152.84
1.34,131.81,12.63,102.47,7.42,3.78,3.18,136.7,313.54,80.06,238.1,330.49,27.22,51.45,63.53,131.49,9.57,219.41,55,6.37,137.75,153.18
1.31,132.56,12.54,101.11,7.43,3.7,3.06,136.33,325.09,81.22,241.26,334.91,27.51,51.32,64.02,132.42,9.45,226.57,54.95,6.38,138.85,154.84
1.3,131.75,12.8,103.88,7.6,3.75,3.03,138.02,335.09,81.38,247.71,344.71,27.47,52.19,64.63,133.46,9.72,226.14,54.7,6.39,141.55,157.78
1.31,130.77,12.99,104.02,7.73,3.78,3.03,142.13,338.39,80.59,247.7,351.14,27.4,52.07,64.5,133.18,9.41,225.51,53,6.41,144,154.58
1.32,129.74,11.44,103.28,7.67,3.77,3.07,146.47,339.45,80.51,244.82,350.61,27.35,51.64,64,132.62,9.27,224.28,52.75,6.43,140.6,152.25
1.32,131.35,11.21,104.2,7.8,3.82,3.09,148.1,340.53,81.39,237.65,354.83,26.46,52.07,63.42,130.66,9.16,222.53,53,6.45,140.2,152.89
1.3,131.75,11.34,103.37,7.79,3.82,3.11,148.3,342.99,81.49,241.4,357.48,25.83,52.3,64.48,131.26,8.79,225.14,51.25,6.47,150.25,152.81
1.29,128.93,11.07,102.57,7.77,3.79,3.06,143.11,336.79,79.34,243.65,352.5,25.81,51.25,63.76,128.87,8.59,221.72,50.55,6.51,146.65,149.98
1.28,123.16,10.56,101.78,7.69,3.68,3,142.59,322.48,75.01,228.27,336.25,25.02,48.63,60.7,121.32,8.07,211.26,48.85,6.55,142.65,143.72
1.26,125.87,10.28,99.41,7.37,3.59,2.95,138.71,327.58,76.51,227.69,337.59,25.15,48.19,61.71,121.13,8.14,212.48,49.35,6.6,143.5,145.02
1.26,128.24,10.43,100.91,7.55,3.63,2.97,139.46,337.78,77.8,234.88,345.43,25.94,49.08,61.68,122.53,8.23,215.01,50.45,6.66,146,144.79
1.27,123.97,10.18,101.16,7.46,3.62,2.88,145.29,324.01,75.19,225.37,334.58,25.32,48.67,59.82,116.53,8.28,206.1,50.2,6.73,142.45,139.81
1.29,120.05,10.01,101.83,7.33,3.56,2.88,144.74,332.58,73.8,230.19,341.2,25.27,49.64,60.87,118.27,7.95,212.21,49.5,6.81,143.9,141.66
1.29,125.81,9.96,100.51,7.43,3.62,2.88,145.32,337.45,75.13,234.95,345.81,25.59,50.92,61.9,119.97,7.84,209.53,48.25,6.89,149.2,143.15
1.26,120.91,9.7,100.35,7.47,3.63,2.84,148.76,343.31,74.18,237.57,350.23,26.83,51.25,61.91,119.3,7.81,211.87,48.7,6.98,148.8,142.17
1.25,122.87,10.15,100.84,7.52,3.6,3.02,150.14,349.64,74.71,241.98,354.67,27.91,51.79,63.44,122.07,8.25,218.25,50.1,7.07,150.7,144
1.26,123.91,10.29,102.04,7.76,3.68,2.97,150.43,356.92,76.68,255.32,360.96,28.38,52.81,64.33,125.54,8.37,225.36,49.95,7.16,150.4,147.02
1.26,125.64,10.45,103.42,7.85,3.65,2.99,149.77,356.09,76.22,265.78,360.54,28.73,52.95,64.15,127.25,8.25,224.2,50.2,7.24,150.05,147.53
1.26,124.43,10.46,104.09,7.78,3.64,3,149.25,352.44,74.96,265.97,359.27,28.46,53.07,63.81,129.36,8.03,222.6,49.69,7.31,149.6,147.59
1.28,124.43,10.47,106.21,7.83,3.68,2.91,148.13,350.39,74.56,266.11,358.61,28.07,52.9,63.64,129.79,7.82,221.83,48.3,7.38,149.1,147.76
1.26,125.06,10.49,106.28,7.89,3.7,3.02,144.94,350.59,76.17,270.9,357.25,28.1,53.62,63.64,129.18,7.72,220.75,47.25,7.43,149.1,147.55
1.27,124.32,10.16,106.33,7.67,3.68,2.99,144.25,348.68,78.78,262.84,355.42,28.19,58.75,63.53,135.9,7.77,220.18,48.95,7.47,150.15,146.84
1.28,125.06,10.25,106.28,7.41,3.67,2.99,146.55,351.49,78.53,265.1,358.62,28.57,58.22,64.21,136.11,7.67,221.01,49.85,7.49,151.45,148.52
1.29,126.16,10.21,105.91,7.59,3.72,3,144.25,355.2,79.87,266.24,358.69,28.15,58.2,64.78,137.76,7.46,226.78,48.8,7.49,153.15,149.82
1.32,124.55,10.15,105.73,7.52,3.74,2.93,143.56,353.59,78.97,262.56,358.09,27.24,56.2,63.29,136.54,7.14,223.89,46.1,7.46,152.05,147.33
1.32,125.24,10.21,105.56,7.61,3.68,2.9,142.67,349.84,79.44,261.93,352.44,34.82,56.37,63.02,134.96,6.9,222.48,43.05,7.43,149,144.57
1.3,118.78,10.19,104.99,7.61,3.63,2.85,141.71,339.59,76.86,260.31,339.75,37.69,56.51,63.56,130.02,7.22,219.24,45.15,7.38,149.6,140.89
1.29,118.32,9.89,103.21,7.57,3.58,2.82,140.49,343.08,76.64,260.85,341.7,38.74,57.07,63.77,132.14,7.48,223.4,47.55,7.34,150.25,141.85
1.3,120.05,9.95,103.47,7.51,3.59,2.85,138.65,344.79,77.67,260.15,342.29,38.28,57.58,64.42,133.84,7.77,224.63,49.3,7.31,152.9,142.19
1.3,121.37,10.15,109.88,7.71,3.63,2.83,136.99,341.88,77.61,258.67,339.5,39.09,56.66,63.92,134.99,8.17,224.81,50.5,7.3,153.4,142.99
1.31,121.72,10.16,109.12,7.69,4.05,2.82,135.61,346.83,77.21,259.5,342.19,39.76,57.94,63.97,135.32,8.03,226.26,50.6,7.31,153.3,144.04
1.3,121.09,10.36,110.73,7.73,4.04,2.81,134.95,346.46,77.41,260.9,341.85,39.79,57.39,64.36,135.56,8.12,226.7,51.1,7.36,153.8,144.77
1.31,122.59,10.59,111.38,7.9,4.06,2.83,142.7,349.58,79.08,264.08,340.49,39.85,58.45,65.58,139.86,8.19,229.94,50.5,7.42,155.9,147.65
1.29,121.61,10.68,111.81,7.83,3.99,2.87,136.64,344.64,77.55,258.17,333.1,39.41,55.39,64.58,137.48,8.16,224.65,50.45,7.49,153.45,145.81
1.29,119.88,10.55,112.25,7.63,3.96,2.92,137.02,344.24,76.73,258.69,333.46,39.35,54.82,64.36,136.65,8.13,223.23,50.45,7.56,154.1,145.09
1.27,123.68,10.74,111.86,7.61,3.96,2.88,136.21,340.06,76.43,255.54,331.7,39.01,54.64,63.79,135.58,8.11,221.68,50.15,7.62,154.6,144.02
1.28,127.2,10.99,112.32,7.66,3.99,2.86,137.05,340.75,76.23,253.97,333.22,38.6,53.88,63.38,135.5,7.97,222.55,49.35,7.66,154.1,144.66
1.29,127.03,10.93,111.98,7.68,3.95,2.86,135.7,338.7,75.73,254.22,331.54,37.95,53.06,63.52,137.22,8.03,222.63,50.4,7.67,157.15,145.2
1.28,128.52,10.85,111.95,7.64,3.91,2.84,134.98,344.87,75.02,253.97,335.2,37.39,54.63,63.32,137.24,8,223.9,50.95,7.65,145.55,143.81
1.28,133.6,10.91,111.75,7.69,3.96,2.85,132.68,347.6,75.01,256.52,335.61,38.35,55.13,64.31,137.53,7.78,225.35,49.95,7.62,151.5,144.08
1.28,132.21,10.83,111.77,7.65,3.91,2.86,130.58,347.22,74.91,255.58,335.5,38.79,55.2,66.22,138.81,7.88,223.75,50.45,7.57,150.4,144.92
1.28,128.81,10.61,111.58,7.51,3.86,2.84,129.26,338.69,73.24,249.14,326.98,38.55,54.58,65.25,135.78,7.72,218.37,49.6,7.52,147.75,140.57
1.28,126.79,10.84,110.91,7.43,3.77,2.87,125.85,345.77,72.15,253.98,336.31,37.9,53.52,65.26,133.78,7.55,218.72,49.4,7.46,146.75,137.2
1.28,130.89,10.75,111.1,7.36,3.8,2.86,124.81,355.22,74.7,262.24,343.92,38.71,55.64,67.34,138.19,7.37,223.48,49.2,7.41,148,140.7
1.28,130.6,10.97,112.53,7.53,3.83,2.84,123.61,349.44,73.84,254.78,338.69,38.63,54.39,65.55,134.47,7.49,221.07,49.2,7.36,149,138.15
1.28,129.68,10.84,114.35,7.56,3.82,2.83,120.91,344.63,73.4,253.12,335.26,37.91,54.14,64.49,131.53,7.6,217.33,50.2,7.32,148.75,137.2
1.29,132.45,10.81,114.01,7.63,3.82,2.85,120.91,348.98,74.22,257.75,337.93,39.3,55.45,63.51,135.07,7.92,220.85,52.45,7.29,151.35,138.37
1.29,134.45,10.81,114.17,7.65,3.83,2.87,124.27,348.44,73.54,255.26,335.87,39,54.69,62.56,133.42,8.12,220.33,53.05,7.26,150.17,137.18
1.29,134.47,10.74,114.85,7.6,3.81,2.85,122.92,345.12,72.8,253.4,332.61,39.47,53.89,62.6,131.33,8.24,218.83,53.6,7.23,148.85,136.3
1.29,132.68,10.57,114.93,7.54,3.75,2.81,120.53,345.93,73.63,259.12,334.63,42.4,55.33,63.72,134.53,8.33,220.3,55.35,7.22,151.4,138.08
1.29,130.89,10.48,114.03,7.58,3.67,2.69,118.32,353.33,74.16,259.9,341.73,41.97,56.56,63.93,136.11,8.23,218.48,55.25,7.2,152.65,138.6
1.29,133.19,10.87,114.14,7.83,3.79,2.65,118.69,359.94,74.15,261,346.46,42.86,57.38,65.22,138.94,8.42,221.29,56.3,7.19,154.85,140.15
1.32,132.73,10.91,115.44,7.9,3.8,2.66,119.56,351.5,72.38,256.23,334.71,41.84,57.02,64.57,134.24,8.24,215.68,54.9,7.17,151.35,136.63
1.29,134.41,10.87,116.65,7.91,3.85,2.58,118.09,347.5,72.09,257.03,335.9,41.3,57.4,64.84,134.56,8.05,214.96,54.1,7.15,151.6,136.76
1.29,136.08,10.98,117.05,7.91,3.89,2.53,116.4,346.66,72.51,254.8,339.32,42.09,58.19,65.34,136.81,8.03,214.45,54.15,7.12,154.35,139.44
1.26,134.46,10.77,117.05,7.84,3.88,2.48,120.85,346.66,72.21,254.44,339.46,42.77,58.52,65.86,136.45,8,216.34,54.15,7.09,153.6,138.17
1.24,134.81,10.89,116.7,7.77,3.86,2.48,123.49,352.05,72.69,257.18,342.7,43.09,59.24,65.99,137.44,8.32,218.23,55,7.04,154.75,140.25
1.19,127.72,10.82,116.93,7.8,3.8,2.47,126.02,350.59,72.4,256.69,342.6,42.79,58.88,66.56,137.5,8.36,218.37,54.95,6.97,153.95,139.89
1.24,128.47,10.99,117.05,7.87,3.85,2.52,127.34,351.8,73.03,258.54,345.83,42.96,59.62,67.52,139.45,8.33,218.4,54.85,6.9,155.35,140.51
1.27,129.04,11.06,118.43,7.89,3.77,2.45,127.08,355.01,73.48,260.99,349.17,42.99,60.55,69.36,140.46,8.49,221.39,55.4,6.82,157.35,142.35
1.27,129.16,11.26,119.41,7.88,3.81,2.52,127.93,357.73,73.61,263.76,351.2,42.73,61.4,69.94,140.37,8.69,225.52,56.15,6.75,159.25,143.04
1.24,129.68,11.44,118.78,7.78,3.84,2.49,129.11,358.07,73.04,265.66,353.24,42.98,61.14,70.61,142,8.58,224.96,55.95,6.69,158.75,142
1.26,129.45,11.44,119.24,7.89,3.8,2.48,128.75,355.8,72.57,263.47,352,42.69,60.87,70.95,142.03,8.55,223.22,56.25,6.64,158.95,144.09
1.28,130.77,11.51,119.64,7.94,3.74,2.46,126.39,356.12,72.81,264.9,358.26,42.73,60.96,70.79,141.1,8.74,225.94,56.65,6.61,159.25,142.29
1.27,128.24,11.34,120.11,8.12,3.74,2.43,125.47,341.17,72.02,255.77,336.47,42.8,60.32,69.3,135.5,8.68,221.84,56.35,6.6,156.8,140.91
1.26,125.93,11.13,117.86,8.06,3.69,2.36,124.58,332.72,71.62,252.48,329.25,43,59.81,68.89,134.14,8.69,214.6,56.45,6.61,154.35,140.77
1.27,126.91,11.08,119.01,8.03,3.72,2.33,123.78,333.96,72.44,251.49,330.4,42.72,60.24,69.15,131.86,8.53,211.75,56.5,6.63,155.4,140.56
1.27,125.47,10.95,120.05,8.05,3.71,2.49,122.4,321.88,72.22,245.77,322,41.6,59.72,68.33,131.45,8.55,203.66,56.45,6.65,153.25,140.67
1.27,125.06,11.08,120.97,8.02,3.71,2.34,119.61,322,70.87,243.22,320.84,41.97,59.03,67.81,128.07,8.44,201.36,55.2,6.67,150.95,138.5
1.26,126.88,11.23,120.19,8.04,3.71,2.3,120.76,307.28,70.16,234.66,308.34,41.5,57.92,66.93,126.61,8.44,197.31,55.8,6.68,149.85,138.32
1.28,127.6,11.28,121.37,8.05,3.7,2.33,119.33,307.11,69.88,231.76,305.68,41.99,57.34,66.53,126.48,8.46,195.69,55.95,6.67,147.45,136.87
1.29,126.79,11.22,125.87,8.05,3.67,2.3,118.67,315.67,69.4,206.85,309.79,41.44,54.35,66.29,124.99,8.18,194.97,56.5,6.65,152.5,137.26
1.29,132.16,11.19,125.3,8.06,3.69,2.28,120.27,313.82,70.5,210.64,311.4,44.54,52.46,66.49,123.13,8.29,195.06,58.1,6.63,155.9,137.77
1.27,133.83,11.12,126.97,8.03,3.73,2.26,119.35,317.13,71.29,215.84,317.65,44.91,52.48,67.66,126.38,8.19,196.45,58.05,6.6,157.95,138.01
1.27,134.06,11.13,126.91,8.01,3.73,2.15,117.66,329.13,71.82,221.81,324.12,44.65,53.14,66.58,128.72,8.28,199.52,57.6,6.58,160.1,138.1
1.27,132.5,11.47,127.95,8.06,3.67,2.17,118.21,327.43,72.6,221.53,326.05,54.61,53.28,66.49,131.8,8.31,201.01,60.3,6.57,160.7,139.45
1.27,129.91,11.08,127.95,8.13,3.64,2.18,116.86,326.39,73.19,222.5,324.32,55.44,54.03,67.47,133.66,8.51,201.63,60.4,6.58,161.95,141.01
1.27,129.5,11.08,127.6,8.33,3.7,2.16,115.62,325.2,73.41,220.2,323.97,57.26,54.09,67.62,134.65,8.66,203.9,61,6.61,163.75,141.09
1.26,128.12,10.87,127.49,8.29,3.65,2.19,116.66,318.64,73.72,218.46,319.14,57,52.24,67.51,131.84,8.62,203.07,59.25,6.66,163.2,141.03
1.28,127.49,10.87,127.49,8.37,3.72,2.18,115.99,319.93,73.43,218.37,319.63,54.54,52.07,67.76,131.69,8.68,201.64,59.1,6.71,162.45,141.04
1.29,129.5,10.64,127.83,8.38,3.71,2.2,115.22,321.1,73.59,220.58,319.35,54.32,52.57,68.35,131.67,8.76,200.49,59.35,6.76,163.9,141.24
1.3,130.89,10.66,127.49,8.45,3.71,2.26,116.4,324.52,73.49,220.8,320.28,57.11,52.84,68.37,131.88,8.81,201.71,59.9,6.81,164.25,140.81
1.31,131,10.44,126.79,8.52,3.79,2.23,115.98,329.06,73.85,221.68,320.45,57.92,53.79,68.44,131.91,8.81,202.54,59.8,6.84,164.25,142.02
1.32,131.85,10.19,127.03,8.59,3.81,2.21,115.59,331.3,75.52,222.75,324.25,59.64,53.58,68.61,133.9,8.96,205.77,60.3,6.86,165.1,144.12
1.32,131.93,10.3,125.87,8.49,3.82,2.19,116.6,324.38,75.41,220.74,317.18,61.72,52.89,67.99,131.11,9.02,204.42,60.85,6.86,163.2,144.58
1.33,129.79,10.14,125.58,8.48,3.77,2.19,115.39,328.17,75.24,222.47,325.29,59.79,53.46,68.03,131.78,9.15,205.56,61.5,6.85,163.45,144.87
1.32,128.06,10.17,124.14,8.47,3.75,2.19,115.79,332.67,75.13,227.51,326.46,62.08,53.63,68.1,132.23,9.58,208.68,62.6,6.84,163.15,144.65
1.33,128.18,10.39,125.87,8.45,3.73,2.19,115.39,331.81,74.92,224.74,320.8,63.01,53.35,67.79,130.64,9.62,208.09,63.1,6.82,163.4,144.21
1.33,127.72,10.13,125.58,8.37,3.69,2.19,116.66,327.19,74.09,220.24,316.3,63.56,52.74,67.32,127.92,9.56,203.9,63.06,6.81,162.82,142.23
1.29,123.51,9.59,124.89,8.34,3.65,2.19,120.65,326.48,73.8,219.52,317.2,63.97,53.02,67.25,128.04,9.69,201.82,63.15,6.81,163.95,141.89
1.27,124.43,9.86,123.74,8.4,3.63,2.19,122.49,331.52,74.43,222.71,321.09,63.73,54.39,67.49,131.07,9.94,204.06,63.15,6.83,167.6,144.05
1.32,125.7,10.05,125.58,8.4,3.64,2.19,122.89,327.28,73.63,221.09,314.57,63.68,53.91,66.71,127.26,9.67,201.7,61.2,6.86,166.65,141.63
1.29,126.51,10.36,124.83,8.57,3.7,2.19,123.35,329.97,74.2,223.29,316.57,65.29,54.65,67.47,128.87,9.56,203.43,60.95,6.9,166.35,143.64
1.29,125.06,10.18,124.43,8.56,3.7,2.17,125.47,332.82,74.49,224.39,318.21,66.06,55.54,66.86,128.29,9.43,202.6,59.9,6.95,167.35,143.66
1.29,124.66,10.15,125.24,8.52,3.68,2.12,127.51,329.41,74.29,222.67,320,67.05,55.77,67.14,128.45,9.49,200.99,60.1,7,168.5,143.5
1.28,128.99,10.18,124.83,8.56,3.66,2.06,127.45,335.18,74.78,225.14,319.87,67.89,56.13,67.37,129.12,9.6,201.51,60.45,7.06,168.3,144.57
1.28,125.35,10.17,124.6,8.53,3.68,2.01,127.94,338.1,75.24,222.53,321.93,63.52,54.76,66.56,129.14,9.7,202.79,60.6,7.11,167,145.61
1.28,126.97,9.95,126.79,8.51,3.69,1.98,129.81,338.59,75.27,226.3,322.23,65.27,55.31,67.33,130.68,9.81,202.56,61.2,7.17,169,145.44
1.28,127.08,10.32,126.39,8.56,3.68,2.01,129.26,334.38,75.64,225.8,319.3,65.19,55.7,67.55,130.43,9.62,201.7,60.65,7.22,169.2,145.42
1.28,126.1,10.39,126.22,8.5,3.71,1.98,127.86,329.36,75.41,221.79,315.12,65.27,55.54,66.79,131.01,9.71,198.53,60.4,7.25,167.6,145.74
1.28,127.66,10.2,126.22,8.47,3.66,1.96,127.42,327.77,74.88,220.67,314.28,64.87,54.65,66.49,130.2,9.6,199.82,60.2,7.28,166.1,145.34
1.29,125.87,10.38,127.6,8.55,3.9,1.91,127.6,322.56,74.9,219.95,310.63,63.65,54.72,65.89,129.31,9.68,195.77,60.2,7.29,166.5,144.79
1.3,123.39,10.31,127.77,8.39,4.2,1.83,127.28,321.49,74.87,220.48,310.1,64.39,54.18,65.38,128,9.79,195.79,60.15,7.28,167.6,143.82
