"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P."
8.34,53.38,97.49,162.26,9.25,36.45,3.15,6.21,143.9,93.29,1835.14,230.07,143.82,86.38,8.83,14.32,4.29,3.68,8.71,179.18,66.22,35.08,622.93
8.15,54.75,99.89,163.06,9.46,37.37,3.1,6.37,147.33,95.02,1825.28,233.25,149.35,90.19,8.53,14.25,4.3,3.78,8.42,182.63,66.26,35.77,641
8.14,54.62,97.93,161.79,9.45,36.95,2.95,6.12,146.44,94.41,1681,209.93,134.42,81.56,8.68,13.93,4.29,3.71,8.42,181.24,66.72,36.07,630.78
8.14,54.18,96.68,160.47,9.35,36.99,3.04,6.48,144.73,94.93,1716.46,213.92,133.76,84.89,8.62,14.03,4.29,3.74,8.65,180.61,67.45,36.08,643.58
8.03,54.2,97.24,161.45,9.43,36.69,3.07,6.28,144.46,96.08,1704.91,210.05,133.51,83.41,8.56,14.05,4.27,3.73,8.61,177.6,66.22,35,650.79
8.14,56.1,97.98,164.91,9.53,37.02,3.15,6.44,145.07,98.18,1737.24,214.11,139,85.16,8.46,14.04,4.36,3.88,8.28,180.77,67.11,35.85,654.3
8.35,54.25,96.34,161.97,9.4,36.51,3.01,6.37,145.79,97.5,1747.74,217.57,141.11,87.06,8.49,14.11,4.38,3.89,8.28,179.49,67.54,35.8,664.13
8.22,54.69,96.8,165.95,9.58,37.47,3.1,6.76,146.13,99.57,1745.57,218.79,140.92,88.57,8.72,14.29,4.58,3.8,8.31,179,68.46,36.55,659.23
8.15,54.16,95.58,166.35,9.42,36.72,3.05,6.62,144.7,97.16,1661.52,209.75,135.54,83.66,8.54,14.23,4.58,3.94,8.47,179.85,68,36.49,828.34
7.97,52.9,94.75,166.23,9.36,36.57,3.07,6.84,144.46,99.05,1689.9,212.57,140.08,83.82,8.42,14,4.96,4.04,8.47,178.89,68.9,36.15,814.19
8,54.72,96.98,167.16,9.87,37.32,3.24,6.93,145.14,99.23,1739.32,222.88,141.18,86.81,8.34,13.83,4.87,3.99,8.56,179.52,68.31,36.32,817.83
7.97,55.11,98.6,171.6,10.06,37.78,3.27,6.87,146.53,100.44,1741.4,223.9,140.81,87.54,8.23,13.7,4.66,4,8.35,181.61,69.21,36.73,816.49
8.17,55.87,96.5,170.9,9.81,37.57,3.43,6.89,146.22,99.7,1749.74,225.3,142.28,88.09,8.21,13.76,4.58,3.84,8.3,180.83,69.21,37.44,796.56
7.9,53.19,94.84,168.37,9.82,36.79,3.6,6.91,143.62,98.77,1747.84,226.53,140.66,86.45,8.29,13.57,4.72,3.67,8.54,178.2,69.34,37.52,810.44
7.86,53.42,92.9,173.04,9.89,37.84,3.55,6.9,143.62,98.58,1737.24,226.76,139.85,85.77,8.18,13.49,4.74,3.62,8.24,173.29,69.06,36.81,817.82
8.04,54.85,91.61,171.02,9.83,35.74,3.45,6.93,143.19,97.9,1739.31,224.76,140.2,84.39,8.2,13.41,4.72,3.54,8.2,171.69,68.38,36.75,827.56
7.8,54.4,90.48,169.06,9.91,34.45,3.49,6.98,143.47,98.89,1737.24,226.51,139.35,84.48,8.33,13.64,4.65,3.48,8.13,173.43,67.53,36.53,842.66
7.89,53.1,88.47,166.64,9.72,33.82,3.44,6.93,141.36,98.31,1705.95,219.78,136.64,82.07,8.26,13.66,4.66,3.5,8.11,171.09,67.63,36.57,844.76
7.99,52.7,88.22,166.06,9.8,33.72,3.37,6.88,141.61,98.52,1698.7,215.86,136.73,80.14,8.37,13.77,4.6,3.52,8.28,172.27,68.72,37.27,825.79
8.09,53.32,89.17,165.89,9.81,33.73,3.34,6.75,140.12,96.42,1701.82,214.49,135.75,80.02,8.48,13.81,4.57,3.5,8.2,171.45,69.4,37.9,794.41
8.15,55.35,90.48,166.23,9.87,33.76,3.49,6.84,142.6,98.99,1710.69,217.68,135.45,79.61,8.31,13.82,4.59,3.54,8,172.87,69.61,38.21,797.36
8.37,55.62,91.73,167.33,10.07,34.98,3.53,6.64,145.48,99.64,1694.48,215.04,132.68,77.8,8.31,13.75,4.66,3.56,8.27,175.5,71.21,38.43,818.67
9.4,55.3,91.49,168.83,10.03,34.81,3.49,6.68,137.06,98.8,1702.87,215.49,133.54,77.71,8.44,14.06,4.68,3.49,8.23,176.62,71.48,37.81,843.72
9.39,55.09,89.83,164.73,9.88,34.19,3.57,6.75,136.38,96.79,1729.95,221.74,136.26,78.01,8.33,13.74,4.55,3.5,8.09,176.03,71.13,37.68,817.09
9.03,54.66,89.9,170.15,9.92,34.61,3.51,6.94,135.54,97.1,1760.15,229.12,137.53,80.4,8.34,13.86,4.35,3.4,8.02,173.69,72.04,37.74,835.02
7.74,55.16,89.95,167.68,9.84,34.54,3.53,6.98,135.32,95.4,1775.77,229.73,136.33,82.75,8.4,14.32,4.45,3.46,7.93,178.18,72.48,37.76,843.31
7.08,56.37,90.62,169.75,9.96,34.7,3.59,6.91,137.96,104.74,1757.03,231.42,136.01,83.95,8.43,14.47,4.56,3.4,7.88,180,72.73,37.85,845.33
7.18,55.01,89.56,167.56,9.89,34.11,3.45,6.69,135.54,103.66,1733.07,225.42,132.81,80.6,8.32,14.62,4.41,3.4,7.9,178.34,72.3,37.16,852.6
7.25,54.24,88.89,165.54,9.83,34.02,3.48,6.72,134.43,102.76,1745.57,227.47,135.29,85.4,8.33,14.83,4.26,3.43,7.89,179.29,72.08,36.8,883.25
7.13,56.05,91.24,169.17,10.02,34.5,3.55,6.82,136.5,103.6,1766.76,234.34,137.44,85.4,8.29,15.03,4.33,3.4,7.78,181.49,72.83,38.02,891.87
7.05,56.31,90.39,169.46,9.96,34.15,3.51,6.53,138.73,103.51,1798.69,245.38,141.84,85.6,8.25,15.11,4.36,3.37,7.77,180.18,72.48,37.62,875.68
7.1,57.58,90.69,170.27,10.07,33.47,3.46,6.6,137.34,104.68,1798.69,246.47,137.78,86.02,8.2,15.05,4.32,3.36,7.75,181.36,72.79,37.5,881.8
6.84,57.89,91.15,169.46,9.92,33.38,3.44,6.65,137.46,104.03,1802.85,247.96,137.52,91.26,8.13,14.9,4.34,3.35,7.77,182.65,72.9,37.57,889.23
6.83,57.2,90.43,167.79,9.77,32.96,3.44,6.77,134.67,102.61,1829.93,250.48,147.51,94.78,8.34,14.84,4.36,3.37,7.71,185.37,73.6,37.89,878.43
6.77,56.28,89.44,165.48,9.91,32.96,3.35,6.46,135.67,101.22,1860.66,249.96,146.95,90.99,7.79,14.41,4.43,3.25,7.42,184.48,73.17,37.64,881.98
6.75,55.84,87.5,163.12,10.13,32.05,3.28,6.44,133.1,101.65,1876.78,246.05,145.39,89.88,8.01,14.3,4.53,3.34,7.26,185.94,72.6,37.01,880.49
6.79,57.69,89.12,167.27,10.47,33.23,3.37,6.54,134.49,102.92,1869.51,244.75,143.92,87.96,8.11,15.46,4.51,3.37,7.62,188.01,79.89,37.92,855.11
6.95,57.91,90.23,168.02,10.25,33.14,3.32,6.49,137.06,103.63,1867.43,248.55,154.21,88.88,8.27,16.47,4.51,3.33,7.55,190.58,79.35,38,813.27
6.6,56.75,88.52,162.95,10.13,32.79,3.24,6.42,134.8,101.49,1843.47,239.78,150.82,84.88,8.1,15.97,4.48,3.33,7.53,191.52,80.12,38.32,810.39
6.64,56.9,88.15,164.56,10.41,33.41,3.18,6.2,136.19,102.92,1795.04,236.31,149.72,81.65,7.99,15.85,4.48,3.33,7.55,191.52,80.12,38.32,810.39
6.71,54.98,88.01,162.14,10.34,34.16,3.23,6.26,133.93,101.22,1782.44,231.14,142.69,80.21,7.85,15.47,4.34,3.26,7.77,187.76,78.95,37.76,791.09
6.65,55.72,88.77,163.75,10.45,34.75,3.23,6.22,133.41,100.72,1758.07,226.01,138.36,78.09,7.85,15.39,4.33,3.26,7.61,189.93,81.14,37.52,801.12
6.65,56.07,89.37,164.27,10.41,34.6,3.14,6.27,134.02,100.91,1776.61,232.46,139.37,78.36,7.83,15.2,4.48,3.25,7.51,188.73,79.57,35.6,831.18
6.63,54.97,89.3,164.16,10.53,34.57,3.21,6.32,132.23,101.71,1804.94,237.34,141.85,79.96,7.8,15.11,4.52,3.18,7.45,188.81,79.35,35.09,851.51
6.65,54.95,89.7,164.22,10.53,34.56,3.26,6.4,133.31,100.81,1839.3,239.63,142.32,81.19,7.79,15.01,4.46,3.32,7.55,195.31,79.49,35.01,865.75
6.58,55.34,89.93,164.62,10.68,34.91,3.18,6.55,133.68,100.78,1833.06,239.89,142.96,82.12,7.72,14.95,4.46,3.41,7.48,196.59,78.96,34.29,874.38
6.64,55.79,89.6,162.6,10.76,34.55,3.24,6.58,134.58,101.62,1796.71,235.4,140.79,81.91,7.81,14.7,4.46,3.32,7.42,193.2,77.94,34.56,857.81
6.55,56.52,90.36,161.45,10.79,34.27,3.15,6.49,137.27,102.64,1739.86,231.89,137.43,79.05,7.87,14.8,4.51,3.48,7.48,192.21,77.3,35.06,879.46
6.47,56.1,91.22,159.78,10.82,33.74,3.14,6.41,134.12,100.66,1765.36,239.05,139.12,79.37,7.75,14.53,4.56,3.38,7.48,187.81,76.36,34.31,877.36
6.5,53.16,87.78,157.41,10.57,32.66,3.05,6.31,129.26,99.45,1735.99,234.24,137.25,78.03,7.45,14.01,4.48,3.36,7.29,185.06,75.84,33.59,879.27
6.46,53.27,87.27,155.97,10.68,32.81,2.96,6.16,130.28,99.7,1734.83,232.15,135.5,77.38,7.35,13.75,4.55,3.38,7.38,188.5,76.15,33.73,912.86
6.51,52.67,87.3,156.32,10.77,33,2.98,6.16,129.57,98.89,1718.47,228.42,134.57,77.23,7.26,13.74,4.51,3.29,7.28,186.57,75.34,33.08,895.63
6.64,51.64,86.67,155.57,10.81,32.96,2.98,6.07,130,99.17,1696.95,225.28,130.19,75.42,7.07,13.12,4.69,3.35,7.33,181.87,74.79,33.05,868.68
6.59,51.96,86.17,152.63,10.51,33.12,2.96,6,130.4,99.88,1702.98,226.22,131.08,76.56,7.29,13.58,4.64,3.39,7.43,181.82,74.5,32.65,875.77
6.48,53.96,89.07,156.78,10.85,35.14,2.92,6.03,132.79,102.95,1729.95,229.27,131.28,74.46,7.53,13.82,4.61,3.3,7.35,185.45,75.63,33.58,899.91
6.62,53.39,88.24,156.72,10.76,34.73,2.9,5.98,131.89,105.55,1720.89,228.85,130.47,75.07,7.3,13.61,4.67,3.26,7.29,187.52,75.23,33.53,880.42
6.54,53.31,87.5,157.01,10.75,34.81,2.89,6.08,132.48,101.46,1737.76,230.17,130.18,78.23,7.35,13.63,4.78,3.31,7.36,189.51,75.32,33.56,883.36
6.48,52.82,87.18,156.37,10.8,35.08,2.89,6.08,133.99,102.11,1737.76,230.17,130.18,78.23,7.45,13.72,4.72,3.36,7.31,184.61,75.48,32.78,873.42
6.42,52.83,87.69,155.34,10.8,35.24,2.89,6.08,134.55,101.68,1737.76,230.17,130.18,78.23,7.45,13.72,4.8,3.31,7.26,185.6,75.63,34.04,880.1
6.6,53.96,88.2,157.24,10.78,35.22,2.92,6.17,135.91,101,1737.76,230.17,130.18,78.23,7.47,13.67,4.6,3.38,7.17,183.6,76.4,34.95,882.67
6.56,56.29,88.82,155.86,10.69,35.2,3.13,6.21,135.88,101.93,1737.76,230.17,130.18,78.23,7.52,13.91,4.63,3.52,7.12,180.58,76.16,34.92,895.6
6.68,57.27,91.93,157.87,10.74,35.44,3.15,6.3,134.06,100.44,1737.76,230.17,130.18,78.23,7.56,13.66,4.64,3.57,7.13,181.48,77.15,35.68,914
6.72,58.04,93.92,157.87,10.71,35.55,3.23,6.19,137.8,100.35,1737.76,230.17,130.18,78.23,7.42,13.7,4.77,3.61,7.32,185.15,78,36.8,920.01
6.72,58.24,93.32,159.31,10.8,35.45,3.32,6.01,137.74,101.03,1766.4,237.02,131.38,77.72,7.43,14.12,4.94,3.59,7.26,186.65,78.42,36.11,918.19
6.73,58.69,93.78,161.04,11,35.33,3.21,5.87,139.84,103.07,1823.28,251.78,144.51,78.22,7.57,13.84,4.94,3.59,7.26,187.01,78.98,35.65,947.19
6.77,56.99,93.16,162.6,11.03,35.47,3.21,5.87,138.7,102.33,1811.18,252.33,157.48,79.67,7.51,13.84,4.93,3.63,7.16,187.53,78.09,35.34,973.31
6.79,56.63,91.96,162.14,10.96,35.23,3.06,5.87,137.83,101.99,1800.77,249.34,159.14,77.23,7.47,13.85,4.88,3.65,7.26,183.11,77.49,35.4,964.81
6.82,53.94,90.11,159.2,10.82,34.5,3.01,5.94,135.45,100.19,1796.6,248.83,158.31,79.15,7.22,13.8,4.87,3.55,7.18,181.55,76.26,35.57,947.21
6.71,54.69,91.08,163.18,10.9,34.87,3.03,5.95,134.3,100.1,1783.06,246.71,159.75,78.53,7.27,13.88,4.89,3.51,7.06,181.48,75.95,35.4,946.84
6.71,55.07,90.69,163.81,10.78,34.5,3.08,5.93,134.77,99.85,1769.52,245.98,158.31,77.62,7.33,13.77,4.79,3.47,6.95,180.64,74.34,34.72,931.26
6.57,55.73,91.45,164.91,10.84,34.55,3.17,6.08,134.89,101.03,1805.98,250.98,164.67,78.84,7.33,13.76,4.77,3.54,6.92,180.33,74.47,34.7,914
6.61,54.07,90.13,162.54,10.51,33.64,3.17,6.11,130.16,97.87,1805.28,251.81,164.83,81.13,7.42,13.71,4.77,3.53,7.03,179.64,74.74,34.59,911.07
6.6,54.39,91.66,168.89,10.67,34.03,3.17,6.05,130.03,98.06,1814.83,251.77,174.79,81.97,7.35,13.64,4.72,3.59,6.85,178.4,75.18,35.3,918.08
6.57,55.94,93.59,170.56,10.68,34.52,3.16,6.03,132.17,99.67,1786.53,246.45,170.2,84.33,7.51,13.69,5.05,3.67,6.96,179.46,74.4,35.68,1091.1
6.61,55.17,93.29,168.83,10.44,34.15,3.16,6.03,130.9,98.83,1711.2,242.27,174.45,82.28,7.36,13.45,4.98,3.75,6.74,174.97,72.76,34.88,1047.57
6.57,54.2,92.3,166.93,10.61,34.2,3.1,6.17,129.41,98.8,1692.45,243.19,174.75,82.89,7.39,13.1,4.98,3.62,6.68,172.16,72.29,33.81,1076.57
6.64,52.19,89.37,161.45,10.34,33.3,3.05,6.29,127.56,96.29,1733.91,249.94,177.33,86.65,7.31,12.94,4.98,3.53,6.58,165.01,69.63,32.91,1060.36
6.66,52.46,88.29,159.78,10.15,32.82,2.98,6.5,126.91,96.73,1745.57,260.38,175.31,91.13,7.2,12.95,4.87,3.41,6.46,165.85,69.62,33.38,1057.15
6.71,51.39,87.87,159.6,10.34,32.82,2.92,6.16,125.2,96.6,1739.34,254.49,175.04,82.51,7.19,13.21,4.72,3.22,6.24,165.23,69.71,35.26,1039.18
6.76,51.8,88.4,161.45,10.16,32.93,2.8,5.96,126.44,97.16,1743.5,255.9,182.43,83.44,7.19,13.21,4.72,3.22,6.17,176.39,70.86,37.55,1038.74
6.55,53.64,89.67,164.22,10.27,33.59,2.89,6.03,127.87,98.12,1765.36,260.79,182.52,82.74,7.27,13.3,4.61,3.38,6.1,184.84,72.94,38.68,1003.8
6.34,53.99,91.4,168.19,10.47,34.79,2.85,6.1,132.07,101.43,1770.13,263.5,183.41,83.89,7.28,13.21,4.81,3.39,6.24,180.85,73.81,37.29,1024.68
5.82,55,94.93,170.04,10.62,34.91,2.94,6.25,133.47,102.64,1793.37,270.18,183.07,85.09,7.61,13.59,4.88,3.52,6.43,183.48,75.11,38.25,1025.24
6.4,54.96,93.69,170.15,10.7,34.7,2.89,6.26,132.63,103.04,1771.21,270.06,181.29,83.96,7.76,13.55,4.94,3.5,6.66,185.78,75.27,38.32,1062
6.59,61.23,104.11,182.72,11.04,38.12,2.92,6.52,142.04,105.89,1814.9,281.21,186.42,84.81,7.92,13.91,4.98,3.76,7.11,200.75,76.98,41.16,949.6
6.62,65.42,107.41,184.63,11.06,39.1,3.26,6.94,146.9,108.64,1817.43,284.12,189.35,87.38,8.04,15.03,4.95,4.02,7.54,200.56,78.65,42.8,917.64
6.89,65.55,105.15,185.43,11.36,38.96,3.12,6.8,149.38,110.13,1803.22,280.06,186.43,87.42,8.11,14.82,4.88,3.94,7.48,194.53,78.52,42.37,958.4
6.83,64.73,104.41,183.07,11.17,38.75,3.17,6.86,147.8,106.69,1806.8,278.76,187.34,90.14,7.96,14.59,4.93,3.86,7.59,194.9,77.83,42.2,955.01
6.72,64.06,104.27,183.07,11.1,38.14,3.17,6.87,146.31,106.82,1775.77,276,182.23,88.48,7.91,14.59,5.21,3.99,7.79,202.01,79.58,44.14,937.53
6.91,66.02,106.97,187.22,11.28,39.9,3.35,7.11,149.69,109.73,1801.86,284.33,187.32,90.22,7.92,14.63,5.21,4.06,7.84,206.1,81.2,44.92,946.22
7.3,65.14,106.44,185.67,11.26,39.35,3.25,6.93,149.13,109.05,1787.02,280.27,182.33,89.23,7.99,14.81,5.15,4.08,7.91,205.05,81.23,45.13,963.45
7.38,64.76,106.09,186.82,11.17,39.1,3.28,7.05,148.26,107.96,1763.95,274.67,185.94,88.29,8.04,14.68,5.22,3.92,7.94,203.75,79.19,43.56,918.84
7.24,63.62,104.02,185.55,11.05,39.13,3.46,7.35,146.47,106.51,1791.59,275.69,184.35,90.64,8.16,15,5.17,3.89,7.74,204.21,80.14,44.04,930.37
7.24,63.24,102.75,178.8,10.9,38.77,3.53,7.55,146.03,105.49,1791.35,279.61,185.28,94.93,8.15,15.6,5.08,3.8,7.75,200.57,79.76,43.56,938.3
7.32,64.03,103.12,179.9,11.02,38.33,3.74,7.82,144.83,103.23,1864.52,283.89,181.3,96.96,8.08,15.49,5.12,3.87,7.94,201.58,80.1,44.13,930.45
7.51,66.56,103.65,178.75,10.83,38.13,3.62,7.76,144.7,101.34,1836.7,283.07,194.2,97.9,8.03,15.28,4.95,3.9,8.13,207.8,81.82,47.04,894.27
7.73,65.69,102.59,179.09,10.98,38.67,3.51,7.48,143.96,99.67,1798.56,273.89,182.88,91.43,7.84,14.92,5,3.83,8.28,204.7,81.15,46.5,903.38
7.61,65.81,102.01,179.96,10.95,38.47,3.55,7.64,143.28,100.04,1806.38,271.4,183.57,91.58,7.94,14.91,5.08,3.81,8,204.7,81.15,46.5,903.38
6.75,66.02,102.91,184.17,11.02,38.52,3.56,7.63,145.45,100.56,1810.04,273.19,189.04,92.89,7.82,14.81,5.07,3.78,7.78,204.81,81.1,46.8,901.64
6.28,64.44,102.08,184.51,11.18,37.83,3.42,7.34,143.68,100.97,1785.05,264.54,185.39,94.78,7.82,14.81,5.02,3.69,7.83,205.84,80.66,46,930.84
6.15,65.04,103.26,186.41,10.9,38.44,3.52,7.67,143.65,100.91,1809.1,268.7,185.28,94.88,8.08,15.52,4.98,3.88,8.35,205.74,81.6,46.25,966.53
6.33,64.72,103.93,183.36,10.92,38.4,3.58,7.89,145.04,101.25,1810.15,271.37,186.43,94.76,8.12,15.24,5.07,3.93,8.17,204.99,79.88,45.29,920.88
6.41,65.67,103.67,182.96,10.9,38.03,3.55,8.09,144.64,101.59,1821.6,272.49,190.2,97.08,8.15,15.26,5.05,3.88,8.46,209.78,78.6,46.67,932.48
6.64,66.92,105.13,181.92,10.94,38.52,3.47,8.16,145.72,102.14,1867.54,278.28,205.05,100.22,8.26,15.56,5.05,3.89,8.42,213.79,79.79,47.54,934.98
6.73,66.8,104.96,181.51,10.96,39.08,3.44,8.03,144.15,101.68,1887.63,281.46,203.64,102.61,8.4,15.61,5.09,3.96,8.22,212.04,80.39,47.66,937.37
6.77,66.9,103.74,180.94,10.89,38.65,3.35,8.05,144.42,102.76,1926.79,283.29,205.38,102.28,8.36,15.86,5.18,3.98,8.22,213.01,78.96,47.93,940.01
6.79,67.15,104.53,181.57,10.75,38.86,3.39,8.38,147.02,103.29,1916.38,280.92,203.44,102.16,8.32,16.25,5.09,4.03,8.18,209.38,76.75,48.08,936.23
6.65,67.32,105.91,183.13,10.91,39.43,3.39,8.27,145.94,103.23,1908.98,278.78,208.82,102.78,8.45,16.22,5.08,4.15,8.15,207.29,76.15,48.21,949
6.89,65.97,104.87,182.78,10.82,39.52,3.44,8.46,145.48,104.06,1895.55,278.62,208.97,105.34,8.46,16.5,5.01,4.1,8.17,205.29,76.37,47.3,940.17
6.87,66.42,106.07,185.26,10.8,39.33,3.42,8.64,147.49,105.95,1904.92,284.49,209.34,111.98,8.49,16.51,5.19,4.05,7.99,207,75.53,45.92,927.44
6.74,66.8,103.47,182.09,10.55,38.6,3.41,8.51,146.62,105.05,1891.39,282.04,206.82,111.2,8.47,16.52,5.15,4.11,7.97,212.25,76.57,46.03,930.4
6.88,66.46,103.4,182.67,10.6,38.77,3.46,8.57,146.96,104.77,1916.38,285.72,212.62,111.49,8.48,16.5,5.18,4.18,8.14,214.81,77.79,46.27,954.5
7.02,67.76,103.37,182.55,10.69,38.6,3.33,8.55,149.69,105.08,1942.95,289.34,222.36,108.21,8.32,16.31,5.15,4.24,8.05,217.8,78.91,45.97,958.37
6.9,66.92,103.05,181.51,10.67,38.73,3.31,8.52,149.19,104.71,1921.58,288.35,220.99,105.19,8.39,16.22,5.22,4.19,8.21,218.68,79.42,45.51,964.53
6.84,65.33,101.11,178.69,10.59,38.46,3.28,8.5,146.62,103.57,1918.98,293.61,223.92,103.96,7.93,15.54,5.33,4.07,7.98,214.46,78.72,44.58,964.78
6.7,66.18,101.85,180.99,10.61,38.99,3.23,8.55,147.12,104.77,1959.08,294.1,232.65,104.78,7.92,15.62,5.2,4.1,7.91,212.95,77.76,44.42,1023.06
6.8,67.51,102.27,181.28,10.6,38.52,3.18,8.75,147.46,106.57,1918.1,289.84,228.09,103.94,8,16.13,5.31,4.1,7.91,215.48,77.58,45.39,1024.04
6.89,67.17,103.4,181.92,10.6,38.27,3.23,8.89,147.46,106.57,1906.32,286.75,227.78,101.98,8.12,16.06,5.3,4.1,7.73,215.81,78.03,45.47,1014.93
6.89,67.17,103.4,181.92,10.6,38.27,3.23,8.89,147.46,106.57,1905.96,287.37,228.4,102.07,8.12,16.06,5.3,4.1,7.73,215.81,78.03,45.47,1014.93
6.89,67.39,102.63,183.36,10.71,38.27,3.17,9,150.09,107.99,1950.75,297.82,236.42,102.17,8.27,16.59,5.33,4.17,7.76,218.64,78.35,45.48,992.23
6.91,67.57,105.1,185.72,10.91,40,3.14,9.11,152.22,109.7,1944.5,292.66,234.9,103.23,8.13,16.36,5.33,4.21,7.71,217.44,78.94,45.54,978.7
6.91,66.93,105.19,184.63,10.77,39.29,3.25,9.23,150.92,109.36,2013.24,298.79,241.63,103.8,8.24,16.54,5.33,4.13,7.62,218.21,78.68,45.24,997.41
6.88,65.74,105.19,180.82,10.77,37.8,3.28,9.16,150.92,109.36,2080.93,303.96,245.79,103.53,8.24,16.91,5.29,4.13,7.62,219.05,79.43,45.19,994.29
6.88,65.74,105.19,180.82,10.77,37.8,3.28,9.16,150.92,109.36,2080.93,303.96,245.79,103.53,8.29,16.87,5.29,4.13,7.62,219.05,79.43,45.19,994.29
7,65.97,104.94,183.01,10.63,38.72,3.23,9.49,149.44,108.98,2079.89,310.42,257.23,106.73,8.33,16.89,5.3,4.09,7.66,216.74,78.03,45.65,952.28
6.99,65.94,104.11,179.21,10.35,38.69,3.37,9.59,150.46,107.99,2144.94,333.26,274.65,112.48,8.3,16.87,5.3,4.18,7.76,216.89,77.9,47,969.22
6.83,67.77,104.39,176.61,10.26,38.7,3.32,9.46,146.59,103.91,2187.17,341.93,267.25,113.47,8.36,17.41,5.29,4.24,7.93,223.72,77.55,49.25,972.73
6.69,67.35,105.75,179.55,10.2,39.26,3.27,9.23,145.6,103.78,2228.83,343.7,266.63,114.16,8.75,17.79,5.35,4.24,8.02,228.87,77.56,49.15,1004.86
6.86,66.72,107.25,182.15,10.21,39.9,3.38,9.67,145.35,103.38,2176.75,330.16,252.53,110.92,9,17.82,5.35,4.37,7.99,230.21,78.43,49.5,1000.49
6.77,65.28,105.75,180.82,10.06,38.83,3.29,9.3,141.55,101.28,2186.89,313.7,237.71,108.84,9.15,17.68,5.34,4.25,8.19,226.88,77.24,49.68,933.79
6.64,65.17,103.21,180.07,10.01,38.41,3.28,9,141.14,100.32,2250.6,322.87,238.94,108.82,9.18,17.91,5.32,4.44,8.41,228.09,76.06,51.85,918.65
6.57,65.13,102.91,182.21,10.12,38.5,3.19,8.76,142.63,99.39,2253.83,318,224.65,104.67,9.14,18.41,5.25,4.27,8.86,224.57,75.64,52.29,923.43
6.7,65.69,104.2,179.9,10.06,38.43,3.17,8.94,142.54,98.65,2222.58,301.41,219.76,101,9.11,18.26,5.21,4.3,8.71,223.9,73.46,53.5,910.71
6.74,65.43,103.28,179.38,10.06,38.13,3.13,8.75,142.82,97.66,2168.42,299.64,216.11,97,9.04,18.47,5.1,4.21,8.71,219.99,73.9,52.54,907.22
6.79,65.82,103.26,179.15,10.21,38.06,3.13,8.78,145.69,97.16,2148.63,296.36,208.49,95.77,8.95,18.24,5.32,4.29,8.88,219.99,73.9,52.54,907.22
6.84,64.98,102.93,180.25,10.14,38.44,3.21,9.11,143.16,97.28,2092.82,293.18,198.52,91.65,8.96,18.29,5.22,4.3,8.86,222.91,74.23,52.03,917.79
6.76,64.86,103.14,177.77,10.13,38.56,3.22,9.23,146.47,98.86,2125.33,296.67,198.72,94.43,8.84,17.96,5.19,4.23,8.86,227.51,73.34,51.14,922.53
6.8,63.78,102.47,177.19,10.25,38.21,3.14,9.02,144.42,96.73,2155.92,309.28,202.2,94.44,8.96,17.78,5.19,4.12,8.6,228.69,73.19,50.65,920.01
6.82,63.17,101.57,176.56,10.16,38.2,3.1,8.87,144.08,97.25,2166.29,307.83,200.83,97.32,8.91,17.77,5.19,4,8.62,226.91,72.84,50.52,930.19
6.81,61.32,100.44,175.23,10.16,38.03,3.17,9,143.31,96.73,2265.28,328.79,220.91,101.03,9.05,17.8,5.03,4,8.74,222.17,71.97,51.65,947.3
6.81,61.26,101.07,177.48,10.31,38.25,3.19,9.11,143.09,97.31,2230.8,318.47,228.09,100.15,9.05,17.8,4.98,4.07,8.85,219.85,73.19,53.33,974
6.8,60.88,99.82,176.38,10.26,37.47,3.3,8.87,140.12,93.79,2175.71,304.72,214.42,96.68,9.19,18.55,4.78,4.07,8.77,213.32,73.35,54.99,912.81
7.2,61.88,101.32,182.03,10.33,38.66,3.46,8.62,141.89,96.51,2174.67,297.87,210.86,92.19,8.47,18.3,4.63,4.11,8.76,216.85,74.13,51.98,925.33
7.35,59.94,99.11,179.55,10.24,38.73,3.34,8.78,139.32,94.03,2204.02,303.22,212.48,92.48,8.25,18.53,4.63,3.99,8.74,210.93,71.67,50.16,916.89
7.21,60.64,100.44,180.99,10.24,38.65,3.29,8.95,140.87,96.08,2196.88,304.42,210.03,98.43,8.16,18.3,4.63,4.12,9,215.06,72.16,49.51,974.65
7.51,62.92,103.33,184.17,10.54,39.98,3.32,9.29,143.43,97.59,2234.04,316.74,217.66,100.92,8.25,18.38,4.75,4.12,9.27,217.73,72.96,48.89,1073.39
7.63,62.35,103.07,182.78,10.59,39.13,3.23,9.3,143.16,96.45,2280.81,321.57,212.47,101.03,8.25,18.43,4.74,4.14,9.15,216.3,73.03,49.37,1067
7.38,62.78,104.46,185.38,10.68,39.3,3.17,9.14,144.24,97.56,2417.19,326.62,211.11,98.97,8.42,18.38,4.73,4.12,9.26,223.51,73.68,49.06,1081.84
