"","A:ASBX(FFNOSH)","D:RHM(FFNOSH)","I:LDO(FFNOSH)","F:CSF(FFNOSH)","BA.(FFNOSH)","RR.(FFNOSH)","TK:AES(FFNOSH)","IS:ESLT(FFNOSH)","U:NOC(FFNOSH)","U:RTX(FFNOSH)","U:HII(FFNOSH)","U:LMT(FFNOSH)","@AXON(FFNOSH)","@MANT(FFNOSH)","U:BWXT(FFNOSH)","U:CW(FFNOSH)","@SWBI(FFNOSH)","U:GD(FFNOSH)","U:RGR(FFNOSH)","@POWW(FFNOSH)","U:CACI(FFNOSH)","@HON(FFNOSH)"
"06/15/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/16/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/19/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/20/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/21/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/22/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/23/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/26/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/27/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/28/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/29/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"06/30/17","248499","43559","390558","104385","2862262","1840140",NA,"23168","174573","798773","39134","262769","34631","22021","85803","35617","49375","235525","11880","17976","20284","760569"
"07/03/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/04/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/05/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/06/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/07/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/10/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/11/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/12/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/13/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/14/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/17/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/18/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/19/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/20/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/21/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/24/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/25/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/26/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/27/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/28/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"07/31/17","251830","43559","390558","104385","2863090","1840579",NA,"23168","174094","798773","38522","262769","34739","22021","83091","35617","49464","233302","11887","17976","20284","760569"
"08/01/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/02/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/03/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/04/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/07/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/08/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/09/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/10/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/11/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/14/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/15/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/16/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/17/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/18/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/21/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/22/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/23/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/24/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/25/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/28/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/29/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
"08/30/17","251830","43559","390558","104385","2863366","1840583",NA,"23168","174094","798773","38522","262769","34739","35230","88323","35617","49464","233302","11887","16849","20290","760569"
