"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P.","U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P.","D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.TPB.P.","U.RLX.P.","U.PM.P.","A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
6.88,65.74,105.19,180.82,10.77,37.8,3.28,9.16,150.92,109.36,2080.93,303.96,245.79,103.53,8.24,16.91,5.29,4.13,7.62,219.05,79.43,45.19,994.29,31.51,59.6,112.83,46.84,19.89,42.92,50.23,25.04,1.88,35.57,2.91,21.02,11.65,44.56,0,82.79,1.95,100.72,6.82,86.37,6.42,1.46,3.39,121.51,304.72,71.51,170.48,354.98,122.53,88.94,60.28,116.35,17.75,148.82,65.07,3.3,249.33,212.7
6.88,65.74,105.19,180.82,10.77,37.8,3.28,9.16,150.92,109.36,2080.93,303.96,245.79,103.53,8.29,16.87,5.29,4.13,7.62,219.05,79.43,45.19,994.29,31.51,59.6,112.83,46.84,19.89,42.92,50.23,25.04,1.88,35.57,2.91,21.02,11.65,44.56,0,82.79,1.95,100.72,6.82,86.37,6.42,1.46,3.39,121.77,304.72,71.51,170.48,354.98,122.53,88.94,60.28,116.35,17.75,148.82,65.07,3.3,249.33,212.7
7,65.97,104.94,183.01,10.63,38.72,3.23,9.49,149.44,108.98,2079.89,310.42,257.23,106.73,8.33,16.89,5.3,4.09,7.66,216.74,78.03,45.65,952.28,29.7,57.95,106.9,46.12,19.26,42.12,46.5,24.5,2.06,36.17,2.91,21.08,11.63,43.02,0,81.5,1.97,100.33,6.72,86.7,6.49,1.36,3.42,120.7,294.76,68.43,164.05,344.64,116.85,88.4,58.95,111.32,18.18,145.94,67,3.44,241.16,207.95
6.99,65.94,104.11,179.21,10.35,38.69,3.37,9.59,150.46,107.99,2144.94,333.26,274.65,112.48,8.3,16.87,5.3,4.18,7.76,216.89,77.9,47,969.22,30.36,59.44,110.19,47.17,20.02,43.01,48.98,25.5,2.09,36.63,2.89,21.38,11.98,43.67,0,82.39,1.95,99.75,6.89,87.9,6.58,1.42,3.41,122.05,296.59,69.42,165.56,348.79,122.3,87.52,59.22,114.62,19.02,146.01,69.54,3.57,239.16,208.46
6.83,67.77,104.39,176.61,10.26,38.7,3.32,9.46,146.59,103.91,2187.17,341.93,267.25,113.47,8.36,17.41,5.29,4.24,7.93,223.72,77.55,49.25,972.73,31.18,58.54,110.85,47.9,21.12,45.45,49.63,25.67,2.11,36.95,2.86,21.65,13.37,46.77,0,82.5,1.95,100.72,6.99,87,6.63,1.46,3.48,119.38,299.14,70.28,170.98,348.03,121.69,92.06,61,119.42,22.52,149.74,77.92,3.85,238.65,212.26
6.69,67.35,105.75,179.55,10.2,39.26,3.27,9.23,145.6,103.78,2228.83,343.7,266.63,114.16,8.75,17.79,5.35,4.24,8.02,228.87,77.56,49.15,1004.86,30.6,58.15,109.75,47.64,20.51,47.03,48.18,25.41,2.09,36.78,2.86,22.23,12.97,47.78,0,82.98,1.95,101.69,6.93,86.03,6.56,1.46,3.53,117.17,292.58,69.78,169.74,342.55,124.57,92.89,58.91,117.49,21.02,151.72,76.43,4.1,239.87,212.61
6.86,66.72,107.25,182.15,10.21,39.9,3.38,9.67,145.35,103.38,2176.75,330.16,252.53,110.92,9,17.82,5.35,4.37,7.99,230.21,78.43,49.5,1000.49,31.36,57.92,109.03,48.35,20.3,48.02,47.36,25.33,2.02,36.78,2.93,22.38,12.88,45.52,0,83.09,1.93,102.24,6.82,86.81,6.58,1.41,3.52,118.03,288.33,69.86,169.09,336.1,125.36,93.98,59.23,116.99,19.27,150.77,71.12,3.95,238.46,210.03
6.77,65.28,105.75,180.82,10.06,38.83,3.29,9.3,141.55,101.28,2186.89,313.7,237.71,108.84,9.15,17.68,5.34,4.25,8.19,226.88,77.24,49.68,933.79,30.79,56.41,108.03,47.92,20.51,47.9,49.52,24.84,1.9,36.51,2.93,21.81,12.71,45.16,0,82.31,1.85,101.11,6.78,86.72,6.52,1.39,3.52,119.47,294.74,69.8,169.2,337.68,124.84,94.06,59.8,117.58,19.96,151.78,73.11,4.17,239.85,208.36
6.64,65.17,103.21,180.07,10.01,38.41,3.28,9,141.14,100.32,2250.6,322.87,238.94,108.82,9.18,17.91,5.32,4.44,8.41,228.09,76.06,51.85,918.65,30.29,56.62,110,47.8,20.84,49.44,51.51,26.16,1.94,35.84,2.88,21.72,12.8,44.32,0,81.07,1.89,101.04,6.9,86.28,6.49,1.42,3.51,121.59,297.54,71.52,172.21,341.85,135,96.25,60.33,118.52,20.69,153.5,74.78,5.42,241.81,208.88
6.57,65.13,102.91,182.21,10.12,38.5,3.19,8.76,142.63,99.39,2253.83,318,224.65,104.67,9.14,18.41,5.25,4.27,8.86,224.57,75.64,52.29,923.43,30.04,55.3,107.9,47.68,20.5,48.08,51.43,24.74,2.04,36.18,2.94,22,12.39,44.4,0,81.21,1.89,101.14,6.77,86.24,6.49,1.39,3.48,122.26,299.46,70.5,171.3,345.49,145.26,95.22,60.09,117.65,20.68,152.63,73.09,7.28,239.1,207.02
6.7,65.69,104.2,179.9,10.06,38.43,3.17,8.94,142.54,98.65,2222.58,301.41,219.76,101,9.11,18.26,5.21,4.3,8.71,223.9,73.46,53.5,910.71,30.28,55.68,109,47.95,20.44,49.58,51.62,25.51,2.03,36.52,2.9,22.48,12.28,44.57,0,81.18,1.87,102.08,6.82,88.87,6.59,1.4,3.45,125.3,303.02,70.94,172.02,347.44,149.64,97.55,61.22,117.65,21.56,154.09,72.92,6.7,242.69,208.61
6.74,65.43,103.28,179.38,10.06,38.13,3.13,8.75,142.82,97.66,2168.42,299.64,216.11,97,9.04,18.47,5.1,4.21,8.71,219.99,73.9,52.54,907.22,29.8,53.44,106.23,46.96,19.45,48.34,52.41,25.03,2.01,36.38,2.9,22.26,12.23,44.18,0,80.94,1.84,99.82,6.76,88.15,6.51,1.39,3.38,127.17,300.75,69.2,171.47,347.27,150.77,97.37,59.85,116.01,21.17,153.17,72,6.83,245.25,205.97
6.79,65.82,103.26,179.15,10.21,38.06,3.13,8.78,145.69,97.16,2148.63,296.36,208.49,95.77,8.95,18.24,5.32,4.29,8.88,219.99,73.9,52.54,907.22,29.8,53.44,106.23,46.96,19.45,48.34,52.41,25.03,1.9,36.12,2.92,22.26,12.23,44.18,0,80.94,1.79,102.59,6.74,87.02,6.41,1.37,3.43,128.37,300.75,69.2,171.47,347.27,150.77,97.37,59.85,116.01,21.17,153.17,72,6.83,245.25,205.97
6.84,64.98,102.93,180.25,10.14,38.44,3.21,9.11,143.16,97.28,2092.82,293.18,198.52,91.65,8.96,18.29,5.22,4.3,8.86,222.91,74.23,52.03,917.79,30.53,54.45,107.17,46.65,19.93,47.7,48.71,24.16,1.93,35.99,2.92,21.98,11.99,45.12,0,81.9,1.83,103.03,6.75,87.18,6.38,1.37,3.42,126.94,298.02,69.36,170.57,341.5,159.36,99.29,59.99,118.02,20.77,153.13,72.28,7.07,247.83,206.76
6.76,64.86,103.14,177.77,10.13,38.56,3.22,9.23,146.47,98.86,2125.33,296.67,198.72,94.43,8.84,17.96,5.19,4.23,8.86,227.51,73.34,51.14,922.53,31.06,54.43,110.07,47.86,19.99,49.18,48.57,25.66,1.96,36.09,2.92,22.3,12.45,45.06,0,81.7,1.87,106.67,7.05,90.53,6.45,1.41,3.38,128.37,298.78,68.84,168.46,341.67,164.56,99.12,58.88,117.88,18.79,154.03,70.09,6.47,249.8,208.08
6.8,63.78,102.47,177.19,10.25,38.21,3.14,9.02,144.42,96.73,2155.92,309.28,202.2,94.44,8.96,17.78,5.19,4.12,8.6,228.69,73.19,50.65,920.01,31.53,55.38,109.16,47.97,20,49.81,50.66,25.88,1.96,36.09,2.92,22.58,12.13,45.1,0,81.33,1.82,105.26,6.76,88.31,6.3,1.36,3.35,127.22,296.87,68.11,166.89,339.67,162.54,98.23,58.31,115.35,17.84,151.06,67.15,5.9,249.1,205.23
6.82,63.17,101.57,176.56,10.16,38.2,3.1,8.87,144.08,97.25,2166.29,307.83,200.83,97.32,8.91,17.77,5.19,4,8.62,226.91,72.84,50.52,930.19,31.39,54.18,107.45,47.59,19.95,50.09,53.26,25.75,2.09,35.97,2.9,22.64,12.16,45.24,29.51,80.68,1.83,104.69,6.52,87.07,6.29,1.35,3.42,123.78,298.16,67.58,167.64,339.88,170.26,101.2,58.18,114.03,17.87,152.77,67.53,5.78,253.66,202.25
6.81,61.32,100.44,175.23,10.16,38.03,3.17,9,143.31,96.73,2265.28,328.79,220.91,101.03,9.05,17.8,5.03,4,8.74,222.17,71.97,51.65,947.3,29.98,52.98,108.06,47,18.79,48.95,55.5,24.88,2.1,35.99,2.86,22.43,12.25,45.08,28.63,81.34,1.84,102.59,6.33,84.41,6.19,1.29,3.38,125.5,299.35,66.28,166.51,343.51,174.54,96.44,57.96,112.06,17.72,153.16,67.28,5.83,253.09,201.87
6.81,61.26,101.07,177.48,10.31,38.25,3.19,9.11,143.09,97.31,2230.8,318.47,228.09,100.15,9.05,17.8,4.98,4.07,8.85,219.85,73.19,53.33,974,29.59,52.42,105.91,46.7,18.02,47.37,52.87,24.55,2.13,35.9,2.83,22.39,12.06,46.06,24.04,81.99,1.84,104.23,6.51,84.6,6.17,1.27,3.41,126.36,293.11,67.2,160.88,330.69,176.65,94.64,57.31,108.57,17.19,150.33,65.81,5.81,252.59,201.06
6.8,60.88,99.82,176.38,10.26,37.47,3.3,8.87,140.12,93.79,2175.71,304.72,214.42,96.68,9.19,18.55,4.78,4.07,8.77,213.32,73.35,54.99,912.81,28.36,49.04,100.8,45.32,17.01,45.76,51.27,23.97,1.96,36.56,2.84,21.53,11.9,45.27,23.16,79.8,1.89,101.9,6.55,85.66,6.26,1.25,3.27,130.93,292.24,65.5,163.2,332.51,170.04,95.71,54.89,104.3,16.38,152.73,63.55,5.55,259.21,199.38
7.2,61.88,101.32,182.03,10.33,38.66,3.46,8.62,141.89,96.51,2174.67,297.87,210.86,92.19,8.47,18.3,4.63,4.11,8.76,216.85,74.13,51.98,925.33,29.56,49.08,102.05,46.37,17.71,46.01,53.72,24.62,2.05,35.96,2.76,20.96,11.93,47.25,24.27,81.28,1.84,101.02,6.58,85.31,6.2,1.27,3.29,131.24,293.03,68.17,161.95,327.93,163.97,92.02,55.13,107.97,16.7,150.43,63.37,5.4,246.6,202.84
7.35,59.94,99.11,179.55,10.24,38.73,3.34,8.78,139.32,94.03,2204.02,303.22,212.48,92.48,8.25,18.53,4.63,3.99,8.74,210.93,71.67,50.16,916.89,28.56,48.09,99.53,45.4,17,45.16,52.48,23.48,1.97,34.91,2.68,20.34,11.74,47.1,22.5,79.65,1.88,100.79,6.61,85.54,6.07,1.2,3.22,126.97,286.61,66.73,157.33,321.82,164.16,89.69,53.92,103.79,16.56,146.68,63.36,5.25,241.22,195.37
7.21,60.64,100.44,180.99,10.24,38.65,3.29,8.95,140.87,96.08,2196.88,304.42,210.03,98.43,8.16,18.3,4.63,4.12,9,215.06,72.16,49.51,974.65,29.27,49.07,101.76,45.98,17.33,46.11,52.36,23.36,2.7,34.74,2.71,20.35,11.65,51.62,23,79.06,1.84,100.95,6.6,86.03,6.17,1.24,3.24,128.52,292.31,66.96,157.77,324.03,166.15,88.87,54.94,107.98,16.83,147.67,65.05,5.4,239.31,195.56
7.51,62.92,103.33,184.17,10.54,39.98,3.32,9.29,143.43,97.59,2234.04,316.74,217.66,100.92,8.25,18.38,4.75,4.12,9.27,217.73,72.96,48.89,1073.39,30.64,52.16,106.1,47.91,18.51,47.89,54.4,23.9,2.35,35.38,2.77,20.22,12.16,50.61,25.87,79.27,1.85,101.87,6.71,88.61,6.25,1.24,3.25,129.69,300,70.14,159.62,332.7,166.53,89.49,56.03,110.34,16.77,149.82,65.02,6.14,240.38,200.12
7.63,62.35,103.07,182.78,10.59,39.13,3.23,9.3,143.16,96.45,2280.81,321.57,212.47,101.03,8.25,18.43,4.74,4.14,9.15,216.3,73.03,49.37,1067,30.89,53.8,108.42,48.27,18.77,48.02,55.52,24.47,2.55,35.41,2.76,20.16,11.93,51.96,26.76,80.23,1.84,103.21,6.81,88.17,6.2,1.21,3.33,132.16,300.74,70.58,161.2,332.39,167.55,88.43,55.44,112.08,16.96,153.08,65.84,6.72,238.93,199.14
7.38,62.78,104.46,185.38,10.68,39.3,3.17,9.14,144.24,97.56,2417.19,326.62,211.11,98.97,8.42,18.38,4.73,4.12,9.26,223.51,73.68,49.06,1081.84,32.48,52.95,108.69,48.75,19.73,50.4,54.96,25.56,2.7,35.16,2.75,19.75,12.46,53.43,25.14,83.63,1.81,104.09,6.92,90.09,6.27,1.23,3.3,132.11,301.85,72.68,161.25,337.23,175.34,89.42,56.45,113.7,17.83,157.53,67.85,7.34,239.82,200.59
7.29,63.17,104.64,188.2,11.15,39.44,3.14,9.28,149.32,98.58,2409.01,333.03,219.47,101.8,8.28,18.23,4.63,4.1,9.16,227.93,74.56,48.98,1123.33,34.25,55.57,116.99,50.55,19.69,53.06,54.91,26.86,2.86,35.11,2.76,19.82,12.49,54.25,24.23,84.28,1.84,101.78,6.96,89.58,6.23,1.23,3.28,133.46,298.79,72.33,163.9,337.04,177.18,88.77,56.11,112.72,17.24,158.82,66.76,7.19,237.54,202.92
7.32,62.35,102.22,186.88,11.13,39.02,3.12,9.17,151.02,98.09,2467.13,333.28,226.94,98.09,8.27,18.1,4.62,3.95,9.5,228.63,75.89,48.72,1151.38,35.6,55.3,117.41,50.73,19.97,54.6,56.56,27.96,2.86,35.4,2.75,20.01,13.02,55.74,22.04,85.99,1.84,100.91,7.1,89.14,6.21,1.22,3.28,132.39,300.13,72.49,165.02,337.84,182.39,89.76,56.99,113.59,17.9,159.64,68.33,7.4,240.13,203.86
7.35,61.65,102.68,188.84,11.23,39.55,3.27,9.16,150.31,97.93,2558.39,343.18,229.18,101.09,8.1,18.21,4.8,3.95,9.61,233.8,76.59,48.66,1146.98,35.82,54.4,113.38,50.69,19.87,53.44,59.8,27.81,3.02,35.87,2.75,20.48,13.19,56.7,22.52,85.63,1.81,99.48,7.1,90.09,6.3,1.2,3.36,133.4,303.78,73.04,167.22,342.34,183.16,88.71,56.71,113.12,18.41,162.14,70.28,7.91,242.71,202.02
7.56,61.42,97.45,188.09,11.16,39.15,3.35,9.27,148.29,96.32,2708.96,356.87,238.31,99.76,8.17,17.91,4.95,3.97,9.76,240.34,76.89,48.98,1128.32,36.47,55.51,116.44,50.77,20.27,53.72,60.38,27.89,3.54,35.57,2.73,20.71,13.1,54.81,22.43,85.94,1.87,97.38,7.07,89.6,6.3,1.22,3.34,134.92,303.63,72.47,167.77,342.19,187.98,85.93,57.1,113.59,18.06,163.13,67.82,7.75,239.08,202.16
7.48,60.66,99.68,183.82,11.21,39.76,3.36,9.14,149.41,97.22,2708.96,356.87,238.31,99.76,8.15,18.04,4.77,3.95,9.37,236.39,76.45,44.5,1124.96,35.3,55,114.58,50.33,20.34,53.81,57.62,27.79,3.67,35.38,2.75,20.74,13.75,57.4,24.95,85.36,1.84,98.6,6.97,90.13,6.3,1.22,3.31,133.03,299.63,72.33,170.53,339.14,203.51,86.48,58.56,115.7,18.06,163.45,68.24,9.61,241,202.18
7.43,60.66,99.22,183.7,11.28,39.52,3.36,9.14,148.73,97.38,2708.96,356.87,238.31,99.76,8.09,17.87,4.87,3.91,9.44,241.27,76.85,44.01,1167.13,35.93,56.02,117.85,51.3,20.98,54.09,59.61,28.72,3.59,35.65,2.75,20.88,14.32,59,24.48,86.12,1.83,100.24,6.98,89.83,6.3,1.22,3.28,133.83,297.36,72.61,176.13,337.73,195.54,85.06,59.15,115.51,18.42,164.83,68.34,9.32,236.73,203.57
7.43,62.28,99.82,185.9,11.36,40.23,3.36,9.14,153,98.74,2708.96,356.87,238.31,99.76,8.12,18.19,4.73,3.91,9.19,241.27,76.85,44.01,1167.13,35.93,56.02,117.85,51.3,20.98,54.09,59.61,28.72,4.07,36.64,2.75,20.88,14.32,59,24.48,86.12,1.84,100.77,7.16,89.77,6.38,1.26,3.32,134.15,297.36,72.61,176.13,337.73,195.54,85.06,59.15,115.51,18.42,164.83,68.34,9.32,236.73,203.57
7.24,61.42,99.06,188.26,11.44,39.96,3.42,8.73,153.52,98.43,2708.96,356.87,238.31,99.76,8.1,18.2,4.76,3.91,9.16,232,76.23,44.5,1166.71,34.99,57.46,121.42,51.3,21.9,54.61,61.07,29.12,4.38,36.1,2.73,21.19,14.22,53.44,23.97,86,1.89,98.41,7.18,88.73,6.38,1.31,3.25,133.25,290.88,72.61,175.16,335.03,175.93,83.26,59.43,115.24,18.78,163.32,69.22,8.96,237.3,203.44
7.42,61.48,99.04,188.32,11.26,40.01,3.46,8.72,156.23,97.35,2708.96,356.87,238.31,99.76,8.06,18.1,4.66,4.03,8.97,228.46,75.98,45.38,1213.62,34.96,57.99,122.17,51.62,21.73,52.76,60.02,29.19,4.31,34.68,2.71,21.19,13.94,52.98,23.72,86.61,1.83,97.42,7.09,89.53,6.33,1.34,3.24,132.39,297.18,73.06,178.42,337,178.38,81.55,59.69,115.04,18.24,164.49,68.49,7.86,242.44,201.9
8.71,60.69,99.89,189.99,11.27,39.82,3.41,8.8,155.77,97.47,2573.57,347.34,227.09,95.75,7.99,17.86,4.55,3.91,8.86,226.18,76.66,44.54,1116.87,35.04,58.24,119.87,51.09,21.4,51.78,58.79,28.66,3.84,34.08,2.7,20.07,13.85,51.75,22.61,86.33,1.84,95.37,6.91,87.85,6.2,1.23,3.23,130.33,297.86,72.88,178.43,337.92,173.75,82.81,58.91,113.52,18.56,163.23,69.11,7.66,237.16,203.52
8.18,61.53,99.59,188.38,11.17,39.36,3.49,8.95,155.61,96.76,2562.11,358.7,225.38,94.78,7.93,17.36,4.47,3.93,8.85,223.21,75.43,44.4,1113.13,36.42,60.18,123.66,52,21.83,52.91,60.08,29.2,3.92,33.65,2.68,19.62,14.16,51.48,21.04,85.45,1.83,96.71,7.6,88.5,6.11,1.3,3.3,130.93,297.24,74.26,182.13,335.42,177,82.46,58.59,117.19,18.43,164.78,70.64,7.7,235.1,203.56
8.18,61.33,98.78,185.61,10.99,38.69,3.49,8.4,152.5,95.95,2382.99,326.05,206.09,92.9,7.8,17.17,4.33,3.85,8.64,222.49,74.71,45.12,1029.9,37.52,61.74,126.75,52.8,22.56,56.88,60.49,29.06,4.24,33.83,2.63,19.52,14.1,49.75,19.84,86.5,1.81,95.72,7.59,90.06,6.2,1.39,3.26,129.81,297.94,73,190.64,340.47,170,80.56,57.73,118.12,18.28,166.42,71.31,8.2,234.28,203.62
8.1,61.28,98.6,185.09,11.09,38.64,3.47,8.33,153.4,97.93,2402.76,328.08,208.31,90.82,7.85,16.84,4.29,3.88,8.42,222.38,75.03,46.98,1042.82,39.59,64.38,136.48,54.24,23.25,57.43,62.95,29.38,3.76,34.23,2.6,19.8,13.97,51.28,20.12,86.44,1.61,95.72,7.68,91.63,6.38,1.4,3.18,127.77,298.68,73.99,186.42,346.23,169.14,80.54,57.45,117.56,17.77,167.35,69.38,7.48,232.28,205.04
8.16,61.34,98.97,185.09,11.12,38.68,3.49,7.98,152.81,100.75,2279.86,305.25,206.74,87.78,7.79,16.77,4.41,3.88,8.74,223.93,75.04,47.01,1081.36,38.63,64.81,134.21,54.3,23.79,60.42,65.84,30.18,3.84,33.95,2.61,19.94,14.38,52.21,19.46,87.56,1.62,98.48,7.99,92.65,6.51,1.47,3.24,126.94,301.73,77.67,188.1,346.53,161.45,80.35,60.29,119.72,17.98,168.06,70.26,7.46,228.5,211.03
8.19,57.54,97.12,185.26,11.15,38.09,3.23,7.93,153.99,99.23,2239.24,300.89,206.79,85.28,7.76,17.09,4.33,3.74,8.81,217.93,73.73,45.83,1035.19,36.7,62.55,128.66,52.51,23.22,55.7,63.47,29.54,3.75,33.49,2.6,19.49,13.97,50.43,17.21,86.52,1.68,97.68,7.84,91.38,6.59,1.47,3.18,123.69,301.89,73.32,183.23,341.69,159.9,79.62,59.34,112.38,17.3,166.2,68.78,7.36,225.2,204.79
7.97,54.73,94.22,181.46,10.81,36.94,3.04,7.5,150.12,98.21,2210.89,291.62,196.85,82.94,7.63,16.56,4.57,3.7,9.07,214.14,71.58,44.45,1028.71,37.79,62.6,131.73,53.08,23.63,58.7,59.52,30.17,3.52,32.65,2.59,18.77,13.65,49.2,17.51,84.02,1.73,96.08,7.65,90.46,6.36,1.41,3.16,123.2,291.66,71.99,175.91,330.25,165.49,78.16,58.01,110.49,17.21,163.47,68.2,6.99,221.34,202.35
8.05,57.15,95.62,183.07,10.98,37.75,3.06,7.9,153.12,99.76,2247.58,301.02,194.96,82.48,7.79,16.95,4.57,3.64,9.15,217.75,72.86,44.85,1094.48,38.3,63.05,131.79,54.5,24.31,62.12,64.42,31.47,3.68,33.45,2.6,19.17,14.11,51.59,19.88,84.95,1.88,97.38,7.95,93.5,6.43,1.46,3.2,126.33,293.46,74.36,178.41,333.47,169.65,80.2,60,114.81,17.9,167.06,69.8,7.17,226.92,206.22
7.84,56.35,94.29,181.69,10.94,37.64,3,7.63,150.89,99.85,2143.43,292.35,189.01,81.31,7.87,17.23,4.74,3.7,9.4,218.15,72.08,44.97,1066.98,38.54,64.95,133,54.6,23.93,61.94,62.75,31.4,3.54,33.32,2.65,19.21,13.78,49.88,18.95,85.07,1.87,98.02,7.86,92.58,6.51,1.45,3.2,125.56,298.78,74.67,179.63,338.59,166.15,76.93,60.45,113.44,17.33,167.68,68.06,7.74,218.72,206.58
7.7,57.01,94.1,181.05,10.81,37.79,3.02,7.58,150.06,98.24,2228.83,297.14,194.24,81.97,8.09,17.44,4.69,3.74,9.66,216.06,69.71,44.95,1022.67,38.83,65.82,135.62,54.97,24.21,60.9,60.61,31.95,3.66,33.56,2.63,19.26,13.92,48.97,17.94,85.15,1.81,99.29,7.9,94.12,6.56,1.5,3.2,126.42,299.1,75.07,182.23,340.91,155.01,77.27,59.9,114.6,16.31,167.95,65.96,7.16,216.37,207.01
7.6,58.62,99.08,183.24,11.07,38.53,2.91,7.35,152.19,97.28,2117.39,277.36,187.11,79.12,8.02,17.6,4.77,3.9,9.36,211.15,68.41,45.39,1030.81,37.29,62.35,132.89,53.25,23.2,58.79,52.3,30.56,3.19,34.01,2.62,19.23,13.41,47.52,16.63,84.61,1.8,98.71,7.94,95.69,6.53,1.5,3.19,125.39,297.51,74.42,179.37,338.25,144.9,77.62,58.04,114.04,15.79,165.77,65.16,6.67,216.48,202.94
7.54,58.2,100.56,182.67,10.95,38.64,2.96,7.53,153.43,102.39,2145.62,277.56,187.38,80.09,7.87,17.17,4.79,3.98,9.33,217.01,71.13,46.16,1088.32,37.14,62.44,133.32,53,23.26,60.42,59.57,30.75,3.13,34.34,2.6,19.55,13.92,48.13,16.09,86.16,1.79,98.16,7.78,91.66,6.35,1.43,3.2,126.16,300.91,75.18,185.61,340.43,143.04,79.23,59.75,118.33,16.07,170.52,66.21,6.91,218.27,206.58
8.03,59.82,102.52,181.17,11.19,38.6,2.87,7.26,153.4,100.75,2041.36,254.65,173.62,79.3,7.94,17.29,4.82,3.88,9.41,220.63,69.85,47.67,1074.97,37.85,63.26,133.74,52.89,23.85,60.97,64.64,32.12,3.21,34.25,2.6,19.27,14.12,48.46,13.83,86.36,1.76,100.33,7.96,93.62,6.52,1.53,3.17,124.78,305.62,75.61,191.1,341.45,138.59,79.74,59.99,119.26,16.69,172.69,67.59,6.04,218.56,207.7
8.12,60.34,103.74,180.94,11.37,38.88,2.97,7.18,155.77,102.61,2017.39,252.57,167.51,78.13,7.92,17.51,4.85,4.01,9.73,227.1,70.68,46.38,1106.83,37.48,62.12,134,53.73,23.74,58.37,63.61,31.45,3.15,34.18,2.57,19.31,14.44,49.76,16.13,87.07,1.75,101.44,8.18,93.8,6.55,1.5,3.19,127.86,298.3,74.83,185.09,337.5,144.4,80.13,59.63,116.85,18.09,168.74,70.15,6.35,223.21,207.61
8.35,61.28,105.13,185.38,11.66,39.5,3.02,7.4,156.62,104.68,2051.78,263.09,171.02,77.85,7.89,17.55,4.86,4.03,9.63,227.06,72.03,46.85,1100.95,37.62,62.02,134.84,54.84,25.5,60.88,69.13,32.77,3.04,34.41,2.57,19.2,15.01,50.57,15.36,86.76,1.82,101.78,8.63,95.49,6.57,1.48,3.2,128.37,300,76.56,187.86,340.84,141.1,81.32,61.03,119.89,18.77,172.42,71.19,6.32,224.99,212.91
8.41,60.2,103.9,185.15,11.33,39.21,3.02,7.57,156.16,103.41,2133.01,276.04,173.82,81.72,7.89,17.55,4.9,3.99,9.47,228.61,71.65,45.98,1117.76,39.19,63.16,137.92,56.45,26.06,65.6,72.7,34.71,3.23,34.54,2.57,19.43,15.15,51.54,18.8,86.63,1.81,100.33,8.58,95.76,6.48,1.49,3.19,130.67,299.41,77.05,189.91,339.73,152.76,81.1,61.9,119.79,18.95,172.67,71.13,6.78,236.71,212.5
8.18,60.46,104.57,185.43,11.31,39.37,2.97,7.38,155.69,103.07,2110.1,275.43,172.45,80.2,7.75,17.31,4.94,3.97,9.58,229.39,71.91,46.63,1086.01,38.98,62.45,137.05,55.77,29,63.94,71.58,34.78,3.25,34.72,2.57,19.63,14.96,52.74,17.35,87.72,1.79,100.12,8.57,96.87,6.59,1.51,3.18,133.97,301.79,78.52,195.09,340.19,152.26,82.02,63.08,123.92,18.66,176.29,69.85,5.86,241.53,214.38
8.09,60.3,105.4,185.2,11.21,39.53,2.93,7.25,155.77,103.17,2057.45,261.43,164.42,77.2,7.6,17.2,4.94,4.04,9.78,229.86,72.39,47.64,1108.89,40.96,66.2,139.8,57,28.53,64.88,72.61,35.6,3.29,35.12,2.57,19.88,14.78,52.77,19.56,87.68,1.79,98.94,8.93,97.31,6.66,1.55,3.21,133.54,305.74,79.57,198.28,346.41,153.71,82.04,64.34,123.49,18.6,176.71,70.44,6.5,248.5,216.2
8.11,60.16,104.85,186.7,11.28,40.09,2.94,7.49,152.13,102.73,2093.95,273.3,169.66,78.28,7.67,17.37,4.98,3.98,9.57,230.63,72.64,48.41,1103.35,39.91,64.97,137.57,56.3,30.03,62.35,69.38,34.66,3.17,35.33,2.6,19.9,14.53,50.99,19,88.2,1.79,99.5,9,98.16,6.61,1.61,3.21,132.91,305.84,78.24,195.13,347.13,147.03,81.81,63.66,121.14,19.01,175.32,71.89,6.21,246.25,211.81
8.03,61.52,104.85,187.4,11.26,40,3.08,8.08,151.98,102.02,2114.64,275.28,168.37,81.45,7.67,16.93,4.93,4.07,9.6,233.01,71.75,48.66,1101.34,41.23,65.93,140,57,30.31,64.57,72.12,35.05,3.14,36.13,2.58,20.04,14.86,52.05,18.06,89.2,1.76,99.31,9.01,97.75,6.58,1.67,3.17,131.45,310.57,79.56,197.94,351.02,148.43,84.55,64.77,122.32,18.8,177.52,71.51,6.01,246.71,213.03
