"A.TWEX.PA.","B.ABI.PA.","H.HB.PA.","F.RCD.PA.","I.CPR.PA.","DGE.PA.","K.BBCA.PA.","K.CHRE.PA.","DK.CAB.PA.","DK.RBR.PA.","CN.KCM.PA.","CN.YWU.PA.","CN.JYB.PA.","CN.TTB.PA.","IN.MLC.PA.","IN.UBB.PA.","MX.BEC.PA.","BR.AVS.PA.","CL.CVZ.PA.","U.STZ.PA.","U.BF.B.PA.","U.TAP.PA.","U.SAM.PA."
11.63,111.51,98.7,151.13,7.54,33.76,0,2.76,114.45,55.06,657.19,68.32,108.29,31.92,9.4,15.46,3.28,5.43,12.85,217.47,47.86,78.1,179.9
11.52,111.16,97.92,148.82,7.42,33.7,0,2.73,113.36,55.27,648.72,68.02,109.43,32.08,9.07,14.97,3.32,5.41,11.91,218.52,48.57,79.21,182.35
11.65,112.49,98.81,149.92,7.44,33.98,0,2.89,113.52,55.7,664.48,70.78,112.34,32.55,9.54,14.94,3.3,5.44,11.66,216.34,49.68,80.52,185.7
11.71,111.91,99.33,151.13,7.51,34.24,0,2.85,113.75,56.15,659.42,71.17,113.89,32.2,9.69,15.13,3.32,5.43,11.92,216.79,49.6,80.31,184.4
11.67,110.4,99.6,152.68,7.58,34.7,0,2.83,113.91,56.5,651.46,71.17,113.52,32.52,9.55,14.56,3.28,5.47,12.05,216.93,52.68,81.06,188.45
11.88,109.28,99.35,152.51,7.62,34.6,0,2.92,114.37,57.09,642.4,68.71,110.92,32.51,9.59,14.74,3.28,5.47,12.01,216.88,52.82,79.95,190.2
11.92,108.92,98.73,152.22,7.62,34.62,0,3.07,113.29,57.31,653.31,70.72,112.62,32.93,9.74,15.11,3.27,5.56,12.22,217.96,53.14,80.14,193.85
11.94,108.82,98.18,151.53,7.58,34.68,0,3.17,112.2,55.88,678.02,74.89,115.61,33.49,9.88,15.07,3.25,5.59,12.47,219.37,52.68,80.8,193.15
11.54,109.52,99.59,149.4,7.6,34.79,0,3.21,113.67,55.48,678.21,74.84,117.16,33.34,9.67,14.47,3.24,5.68,12.47,220.04,52.37,80.16,186.8
11.62,108.49,99.01,149.17,7.57,34.72,0,3.23,113.52,55.95,696.24,77.24,119.9,35.81,9.55,14.62,3.26,5.57,12.49,218.59,52.29,79.55,184.9
11.67,108.07,99.16,148.82,7.43,34.59,0,3.36,113.75,56.16,692.5,77.8,119.24,36.69,9.6,14.52,3.32,5.54,12.52,222.75,52.68,79.38,185.1
11.77,108.37,99.63,148.94,7.33,34.87,0,3.3,113.83,54.43,680.91,75.99,116.96,37.21,9.57,14.71,3.33,5.52,12.42,224.42,53.3,80.05,187.55
11.81,109.61,101.19,151.3,7.48,35.12,0,3.26,115.14,55.93,693.61,80.28,117.07,37.09,9.74,14.79,3.36,5.52,12.99,222.5,54.06,80.88,189.85
12.03,109.19,102.15,150.84,7.45,35.04,0,3.4,116.38,56.63,695.02,81.69,118.74,37.08,9.93,15.4,3.35,5.44,13.21,223.18,54.18,80.68,186.75
12.07,108.67,100.87,149.63,7.42,34.89,0,3.48,115.69,56.88,713.41,84.99,122.88,38.09,10.06,15.32,3.36,5.47,13.14,223.49,54.06,80.59,189.2
11.92,108.7,100.94,150.78,7.37,35.26,0,3.48,116.3,56.77,710.2,85.57,124.06,37.53,10.07,15.21,3.39,5.54,13.14,224.6,53.91,81.18,190.9
11.92,108.4,101.14,150.84,7.4,35.33,0,3.67,115.84,57.05,711.35,83.94,122.12,40.34,10.12,15.16,3.35,5.56,13.36,223.8,54.22,81.12,191.45
11.94,108.57,101.39,151.19,7.44,35.3,0,3.73,115.75,57.38,716.76,83.91,123.87,42.59,10.17,15.08,3.31,5.58,13.27,224.42,54.59,81.46,192.88
11.93,108.88,101.57,151.89,7.47,35.28,0,3.64,116.15,57.55,708.85,82.78,120.71,42.86,10.19,15.13,3.32,5.62,13.07,225.53,54.8,81.81,194.65
11.87,108.54,101.32,152.16,7.48,35.28,0,3.56,116.38,57.45,691.86,81.13,117.89,41.37,10.22,15.31,3.36,5.65,13.36,225.92,54.88,81.69,194.65
11.81,107.47,100.64,151.88,7.5,35.4,0,3.57,116.07,57.25,748.63,84.23,123.13,41.28,10.37,15.26,3.37,5.62,14.3,227.96,55.02,82.03,190.85
11.83,107.4,100.31,152.16,7.46,35.79,0,3.6,115.69,57.59,726.97,83.2,119.77,41.01,10.49,15.38,3.35,5.63,13.47,228.6,54.95,82.08,191.25
11.71,107.37,99.63,151.04,7.41,35.54,0,3.59,115.22,57.58,719.71,84.15,119.64,41.16,10.41,15.11,3.4,5.68,12.97,227.45,54.46,82.4,191.77
11.56,107.55,99.43,150.26,7.35,35.18,0,3.57,115.27,57.32,733.98,83.94,120.82,41.3,10.26,14.71,3.48,5.73,13.07,226.75,54.19,82.29,190
11.48,108.23,100.21,151.3,7.28,35.29,0,3.57,115.98,57.29,745.72,84.26,120.09,41.03,10.34,15.54,3.5,5.74,13.21,227.62,54.53,81.46,186.9
11.38,108.83,100.61,151.42,7.24,35.15,0,3.6,116.17,57.73,767.61,86.43,126.02,41.57,10.55,15.34,3.48,5.71,13.05,225.77,54.5,82.05,187.5
11.41,109.83,101.87,152.22,7.33,35.11,0,3.99,117.62,58.1,769.15,86.11,128.08,42.74,11.27,16.37,3.51,5.73,13.01,219.6,54.56,82.93,187.55
11.27,109.45,101.8,152.63,7.29,35.04,0,3.89,118.39,57.91,783.24,85.62,131.57,43.85,11.15,16.44,3.51,5.72,12.98,216.79,54.87,83.87,187.9
11.34,110.4,103.53,153.84,7.27,34.95,0,3.8,119.38,58.31,814.46,89.68,136.59,44.41,10.96,16.27,3.48,5.71,12.85,222.02,53.97,83.65,192
11.22,109.93,101.57,152.16,7.31,34.79,0,3.89,117.93,57.26,818.37,92.6,144.67,44.6,10.92,16.1,3.42,5.71,12.7,219.29,54.3,85.2,193.75
10.99,109.68,101.34,151.93,7.29,34.94,0,3.94,117.87,57.17,807.17,91.62,141.44,44.24,10.89,16.68,3.45,5.77,12.56,219.06,53.28,84.49,192.6
10.9,109.37,101.41,151.13,7.31,34.7,0,4.09,116.63,56.83,820.93,95.16,142.67,43.99,10.85,16.53,3.42,5.71,12.57,217.46,52.85,84.89,190.8
10.9,109.96,101,150.84,7.36,34.42,0,4.07,116.01,56.67,818.14,95.56,140.67,44.58,10.8,16.32,3.44,5.77,12.85,216.71,52.59,84.89,189.77
10.99,109.35,100.49,150.44,7.36,34.18,0,4.11,114.59,55.25,805.61,94.59,139.36,46.14,10.58,15.5,3.39,5.82,13.05,217.81,53.14,84.72,190.2
11.05,109.04,100.91,151.07,7.39,34.4,0,3.98,115.21,55.99,778.75,89.59,134.32,45.06,10.57,16.15,3.41,5.82,13.02,219.19,54.58,84.67,191.1
11.05,108.55,101.6,151.01,7.2,34.4,0,4.03,117.31,55.5,782.43,90,136.69,44.89,10.53,15.41,3.43,5.79,12.82,217.34,54.14,83.25,188.85
11.36,108.82,102.4,149.92,7.27,34.44,0,3.97,117.4,55.9,781.47,88.71,135.39,43.4,10.59,15.63,3.44,5.81,12.78,218.33,54.02,83.78,188.9
11.77,108.6,102.57,150.15,7.32,34.06,0,3.94,117.37,55.93,805.99,94.17,139.46,43.26,10.78,16.5,3.59,5.79,12.94,219.36,54.1,84.05,188.05
12.18,107.49,103.63,151.53,7.4,34.21,0,4.01,118.46,56.83,805.92,93.43,141.94,42.7,10.7,16.54,3.57,5.79,13.02,220.77,54.92,83.27,190.45
12.37,106.26,103.07,148.13,7.25,33.42,0,4.05,118.42,56.33,796.76,90.98,138.89,42.9,9.94,16.22,3.59,5.78,12.95,222.07,55.09,83.9,188.55
12.43,105.59,103.1,147.9,7.3,33.34,0,3.91,116.72,55.84,799.75,89.58,136.18,42.52,9.66,16.27,3.59,5.78,12.81,221.27,54.92,83.79,186.2
12.57,106.77,104.3,150.09,7.41,33.62,0,3.88,119.23,56.95,809.67,90.46,137.42,42.81,9.48,16.44,3.62,5.78,12.92,223.62,55.66,84.39,189.75
12.66,105.47,103.77,147.84,7.37,33.23,0,3.76,119.2,56.33,766.76,85.5,133.07,40.89,9.35,16.44,3.58,5.77,12.92,220.75,54.84,83.49,191.45
12.6,105.37,103.65,148.88,7.36,33.2,0,3.71,119.11,56.12,773.27,84.78,130.19,40.61,9.35,16.2,3.53,5.78,12.92,220.03,54.93,83.49,190.4
12.62,105.21,104.43,148.01,7.4,33.27,0,3.8,119.04,56.46,796.65,87.88,135.35,41.56,9.34,16.34,3.59,5.81,12.92,219.5,55.5,84.04,189.8
12.52,105.4,104.99,148.3,7.51,33.11,0,3.71,119.23,57.11,789.14,86.42,135.14,39.91,9.45,17.11,3.6,5.87,12.92,220.69,55.03,83.53,190.95
12.74,103.47,104.3,146.4,7.46,33.01,0,3.82,118.15,55.53,771.13,85.71,134.3,41.86,9.04,16.29,3.6,5.82,12.92,215.8,53.6,81.02,185.4
12.54,101.85,101.85,144.61,7.32,32.53,0,3.78,117.47,54.04,748.17,81.11,126.95,41.28,9.13,16.92,3.57,5.73,12.73,211.49,51.72,77.7,180.7
12.22,99.48,98.76,141.5,7.15,31.65,0,3.65,115.17,53.21,737.54,79.61,126.82,39.6,8.93,16.1,3.57,5.74,12.41,216.32,52.02,78,182.55
12.62,101.53,98.99,143.8,7.13,32.4,0,3.7,110.1,53.58,711.98,73.98,123.93,38.98,8.81,15.47,3.58,5.72,12.48,214.11,52.07,76.15,177.9
12.74,98.64,97.35,146.86,6.92,32.13,0,3.71,109.23,52.77,729.86,75.02,130.18,39.04,9.05,15.21,3.45,5.73,12.41,208.77,50.65,74.51,179.75
12.62,96.85,96.75,147.03,6.98,32.02,0,3.65,108.37,52.77,711.35,74.17,128.19,37.33,9.13,15.21,3.53,5.68,12.24,210.32,52.3,74.25,181.35
12.8,97.64,94.72,148.88,7,32.33,0,3.66,108.71,52.96,727.08,77.49,130.92,38.31,9.32,15.41,3.54,5.72,12.26,213.09,52.98,75.8,188.7
12.82,96.57,95.49,148.76,6.99,32.35,0,3.75,109.17,53.73,741.54,78.22,128.44,38.87,9.19,15.28,3.5,5.82,12.34,213.48,53.5,75.7,187.8
12.54,96.41,97.05,151.7,7.13,32.5,0,3.78,109.17,53.73,748.84,79.78,129.98,39.41,9.16,15.03,3.45,5.89,12.15,214.05,53.89,80.44,191.85
12.91,96.05,97.56,151.47,7.04,32.52,0,3.81,110.78,54.6,755.05,83.21,132.48,39.83,9.51,14.83,3.55,5.89,12.47,216.85,55.06,81.74,200.1
13.17,98.28,99.13,155.22,7.16,32.9,0,3.81,113.29,55.78,760.79,83.6,134.27,40.05,9.26,14.43,3.45,5.93,12.37,219.51,55.67,81.47,200.6
13.1,98.38,98.44,154.07,7.2,32.76,0,3.81,112.61,55.34,765.77,83.67,135.47,40.11,9.23,15.11,3.48,5.9,12.34,219.62,55.33,80.77,194.71
12.92,98.49,98.02,153.43,7.2,32.74,0,3.83,113.07,56.33,769.7,83.48,136.21,40.09,9.16,15.06,3.43,6,12.49,217.32,54.65,79.76,193.2
13.17,98.82,98.05,154.93,7.22,32.8,0,3.91,113.94,57.11,772.28,83.05,136.61,40.04,9.05,14.84,3.42,5.92,12.46,213.88,54.19,78.75,193.4
13.18,98.88,97.56,154.93,7.2,32.41,0,4.03,113.44,56.71,773.22,83.42,136.78,40.03,8.99,14.99,3.5,5.92,12.46,213.16,54.34,78.45,166.9
13.16,99.91,98.16,155.28,7.19,32.55,0,3.98,115.27,57.39,773.32,82.95,136.23,40.25,9.26,15.4,3.53,5.8,12.46,217.47,55.64,78.66,170.05
13.05,101.4,99.31,156.37,7.29,32.69,0,3.96,116.1,58.38,774.88,81.79,134.23,40.7,9.26,15.4,3.52,5.85,12.34,218.04,55.25,77.95,169.3
12.99,100.46,98.69,155.86,7.04,32.57,0,3.95,115.55,57.88,768.53,79.27,132.5,39.74,9.35,15.21,3.5,5.88,12.34,218.12,55.89,76.59,167.95
12.88,100.91,98.67,155.74,6.8,32.31,0,3.87,116.35,58.13,755.44,77.36,122.89,39.75,9.4,15.12,3.69,5.83,12.27,215.54,55.83,76.25,163
12.93,103.14,98.6,153.55,6.75,31.92,0,3.99,114.99,57.7,772.79,77.4,126.31,39.89,9.23,15.01,3.77,5.9,11.99,215.9,55.38,76.83,164.15
12.71,102.37,97.35,150.61,6.64,31.29,0,4.04,114.12,56.67,767.17,76.48,124.97,39.06,9.24,14.92,3.79,5.97,11.94,219.84,56.16,78.34,164.4
12.5,104,98.39,151.3,6.72,31.56,0,3.83,112.51,56.43,750.29,75.08,121.78,38.5,9.1,14.77,3.85,5.95,12.13,219.52,56.53,78.03,166.7
12.71,104.49,97.68,151.07,6.85,31.39,0,3.98,112.2,57.7,747.8,76.29,119.84,38.99,8.65,14.56,3.88,6.02,12.34,222.56,56.04,78.77,170.1
12.58,104.43,98.39,152.28,6.88,31.27,0,4.01,111.68,60.33,739.68,76.32,118,38.53,8.74,14.59,3.88,6.1,12.41,223.9,52.91,78.26,171.15
12.61,107.78,101.04,154.01,7.09,32.06,0,3.96,112.61,61.22,753.01,80.1,121.68,39.04,8.56,14.68,3.88,6.16,12.5,227.74,53.46,80.55,177.85
13.01,107.72,100.95,154.24,7.07,32.14,0,4.35,114.06,61.47,758.73,80.31,122.64,40.55,8.5,14.51,3.89,6.19,12.56,230.33,55.05,81.09,181.85
12.88,108.3,101.18,155.68,7.08,32.36,0,4.35,113.57,62.52,754.05,79.31,120.26,42.62,8.95,14.8,3.86,6.34,12.67,230.16,54.41,80.95,180.65
12.73,107.14,99.8,155.28,7.04,31.81,0,4.36,113.6,62.03,739.77,77.72,116.87,42.49,8.79,14.54,3.87,6.33,12.7,227.94,54.54,80.48,180
12.73,105.82,100.21,155.11,7.01,31.9,0,4.32,112.2,60.95,756.95,78.7,117.9,42.52,8.97,14.52,3.91,6.41,12.53,227.47,54.38,81.12,182
12.73,105.97,100.91,156.14,7.08,32,0,4.35,110.66,62.03,777.49,81.25,119.26,42.95,9.09,14.58,3.89,6.32,12.67,226.88,55.34,81.42,179.1
12.58,105.88,99.68,153.95,7.07,32.01,0,4.33,110.62,61.41,770.72,80.07,117.76,41.97,8.9,14.4,3.89,6.24,12.7,228.5,55.07,80.18,180.5
12.73,105.26,98.67,152.22,6.99,31.71,0,4.27,110.01,61.72,784.57,80.95,117.51,42.19,8.66,14.21,3.9,6.29,12.92,226.39,54.54,79.47,178.8
12.95,105.86,99.31,153.95,7.03,31.76,0,4.36,111,61.81,778.53,78.8,117.16,41.92,8.71,14.26,3.9,6.27,12.95,227.63,55.35,76.87,183.4
13.14,104.21,98.41,153.66,7.06,31.28,0,4.39,109.51,62.68,773.01,77.62,118.64,41.33,8.75,13.61,3.91,6.31,13,226.12,54.77,76.06,185.35
13.07,102.74,98.71,154.13,7.1,31.22,0,4.46,109.23,61.63,756.66,75.13,115.68,41.08,8.73,13.73,3.9,6.35,12.88,224.25,53.95,74.37,182.85
12.87,100.71,97.81,153.78,7.13,30.99,0,4.47,109.29,62.34,740.51,74.33,111.74,39.65,8.8,13.39,3.86,6.33,12.91,220.92,53.1,72.16,186.75
12.56,99.04,98.23,152.28,7.05,30.93,0,4.46,109.11,62.21,743.64,72.91,109.57,41.88,8.87,13.69,3.88,6.34,12.77,220.4,54.01,73.9,186.6
12.66,100.26,98.21,152.68,7.13,31.04,0,4.44,109.63,62.56,744.34,71.31,111.63,42.36,9.12,13.78,3.88,6.3,12.63,218.52,53.35,74.22,187
12.58,102.63,100.14,154.53,7.15,31.59,0,4.33,111.71,61.97,710.41,67.44,104.68,40.8,8.92,13.53,3.91,6.3,12.75,220.49,53.82,75.4,189.2
12.37,102.96,100.72,156.03,7.1,31.69,0,4.37,112.81,61.64,718.12,70.3,112.33,41.66,8.89,13.43,3.91,6.36,12.87,229.09,54.33,75.34,189.1
12.33,102.65,100.35,156.26,7.05,31.48,0,4.4,112.72,61.77,711.97,69.12,112.47,42.09,9.09,13.56,3.88,6.32,12.92,231.45,53.72,74.01,187.11
12.39,102.2,99.9,156.07,7.04,31.26,0,4.41,112.08,62,708.39,69.2,109.4,42.55,9.29,13.84,3.86,6.3,12.92,228.3,53.25,73.09,187.4
12.42,101.54,99.98,156.72,7.04,31.33,0,4.46,111.52,61.97,706.75,69.92,108.49,43.83,9.26,14.03,3.86,6.4,12.92,225.11,53.99,73.65,194.3
12.44,101.59,101.11,158.85,7.09,31.92,0,4.57,110.97,61.84,722.91,72.8,116.07,44.27,8.99,13.73,3.86,6.39,13,226.51,54.71,74.1,204.55
12.75,104.05,103.05,160.76,7.24,32.77,0,4.6,109.67,62.68,728.78,72.66,118.17,43.94,9.27,14.19,3.86,6.36,12.91,229.95,55.31,73.9,202.5
12.75,102.88,104.09,161.22,7.31,32.74,0,4.54,111.09,62.52,725.89,73.15,115.55,43.53,9.46,14.3,3.87,6.14,12.82,227.21,54.41,73.18,203.15
12.87,102.63,103.97,161.45,7.37,32.97,0,4.52,109.36,62.59,727.45,72.66,114.43,43.77,9.51,14.3,3.87,6.15,13.05,226.25,55.09,73.18,203.25
13.05,101.87,103.97,160.99,7.36,33.3,0,4.8,107.44,62.8,737.68,73.3,116.94,44.89,9.57,14.2,3.87,6.29,12.91,226.1,55.53,73.99,211.5
12.97,99.82,103.77,160.81,7.28,32.92,0,4.69,107.1,62.34,734.26,73.24,114.76,45.57,9.86,14.56,3.84,6.3,12.91,225.47,55.55,73.87,216.65
13.1,99.16,102.57,159.78,7.28,32.75,0,4.72,106.48,62.03,723.03,72.08,114.26,45.45,9.85,14.91,3.8,6.15,12.7,224.3,55.39,73.54,215.3
12.83,98.33,102.8,161.28,7.31,32.73,0,4.6,107.78,63.02,715.5,70.8,112.59,44.36,9.94,14.81,3.72,6.15,12.84,223.89,55.42,73,212.7
13.02,97.64,102.29,161.85,7.35,32.3,0,4.65,106.14,63.33,710.19,70.8,114.42,45.59,9.96,14.95,3.67,6.08,12.84,227,55.89,73.55,219.6
12.91,99.3,103.42,161.56,7.36,32.14,0,4.52,107,63.21,693.64,69.78,110.62,44.57,9.96,15.68,3.67,6.13,12.92,231.42,56.05,73.71,222.2
13.06,99.58,101.87,160.81,7.2,32.29,0,4.46,106.6,63.36,683.23,69.09,112.38,43.64,9.76,15.55,3.68,6.19,12.62,232.15,55.27,73.24,225.1
13.02,98.25,102.13,159.95,7.27,32.37,0,4.51,105.7,63.02,708.23,73.3,114.24,44.74,9.97,15.94,3.67,6.21,12.85,229.65,55.46,73.05,224.05
12.92,98.59,102.15,160.35,7.09,32.38,0,4.44,105.89,62.93,697.7,72.52,116.65,43.63,9.83,16.11,3.69,6.19,12.62,227.6,54.5,70.38,220.65
12.92,97.58,100.07,157.41,7.05,32.21,0,4.24,105.8,63.02,701.98,72.59,115.61,44.58,9.95,15.91,3.65,6.2,12.46,228.25,55.05,71.9,220.8
13.17,97.41,99.29,156.72,7.1,32.38,0,4.32,105.83,64.35,718.52,75.44,119.07,45.18,10.15,15.93,3.6,6.17,12.41,226.19,54.37,71.67,218.25
13.38,97.94,99.24,156.72,7.14,32.41,0,4.28,106.2,63.92,719.68,75.35,117.69,44.98,10.07,15.84,3.63,6.12,12.32,226.87,54.78,71.89,216.55
13.61,98.93,100.33,156.95,7.18,32.87,0,4.24,107.16,65.25,706.03,71.98,115.37,42.6,10.04,16.18,3.63,6.16,12.34,228.74,55.61,72.46,216.5
13.9,97.09,100.86,159.03,7.17,33.61,0,4.26,107.14,64.8,691.51,70.81,116.85,42.37,10.22,17,3.39,6.13,12.32,234.22,56.04,72.29,229.35
14.01,95.39,100.7,158.62,7.17,34.01,0,4.37,106.91,63.48,685.59,73.4,117.41,43.02,10.36,17.11,3.37,6.16,12.36,233.12,56.04,71.28,224.3
13.9,93.56,100.59,158.09,7.19,34.23,0,4.39,107.68,63.27,687.79,76.57,117.89,43.62,10.42,16.91,3.39,6.09,12.33,229.67,55.49,71.67,225.05
13.83,92.44,100.26,158.51,7.18,34.24,0,4.32,108.61,63.24,695.39,74.19,121.21,43.85,10.27,16.53,3.39,5.99,12.31,226.78,53.74,60.63,227.9
13.9,93.03,99.64,159.43,7.14,34.24,0,4.23,107.87,62.99,698.85,76.86,127.08,43.73,9.95,16.07,3.36,5.98,12.37,224.08,55.26,59.4,227.3
13.97,94.2,99.91,159.14,7.15,34.98,0,4.24,109.08,62.46,690.47,75.93,129.16,44.71,9.94,16.09,3.29,5.94,12.39,221.31,55.86,60.47,227.05
14.32,94.65,100.17,159.26,7.16,35.15,0,4.46,109.39,62.52,726.85,79.15,136.43,47.93,9.9,16.11,3.27,5.9,12.53,223.77,55.64,59.64,226.25
14.08,95.43,101.16,159.37,7.16,34.94,0,4.55,110.32,63.24,738.38,79.2,136.98,50.78,9.56,16.11,3.32,5.95,12.38,221.39,55.45,60.4,231.1
14.41,95.39,101.27,158.91,7.22,34.94,0,4.52,110.38,64.29,731.13,79.43,136.06,51.11,9.38,15.96,3.23,5.81,12.41,221.95,56.97,61.06,230.5
14.19,92.09,101.07,160.01,7.22,35.07,0,4.55,110.35,64.33,743.98,81.22,135.47,51.18,9.25,15.53,3.25,5.76,12.39,220.39,57.44,61.4,233
13.79,92.03,101.02,159.6,7.2,35.21,0,4.52,110.34,63.74,747.76,80.26,135.4,51.07,9.22,15.82,3.24,5.78,12.37,220.23,56.86,60.73,232.35
13.17,92.33,100.91,160.35,7.28,34.98,0,4.5,110.01,63.42,772.8,81.58,137.48,51.55,9.14,15.8,3.28,5.75,12.34,221.81,57.31,60.44,232.7
13.19,91.32,100.61,160.41,7.31,35.14,0,4.42,109.54,63.95,774.08,82.69,138.53,53.7,9.12,15.8,3.34,5.67,12.49,221.76,57.95,60.04,237.4
13.24,92.05,99.98,161.22,7.28,35.61,0,4.62,109.94,64.23,764.7,82.47,136.68,54.36,9.18,15.88,3.37,5.69,12.3,221.49,58.26,60.12,238.95
12.37,92.65,99.06,161.16,7.33,35.61,0,4.55,109.26,63.27,757.5,80.28,136.13,53.54,9.15,16.01,3.36,5.57,12.3,222.15,58.92,60.26,241.1
12.14,92.43,98.97,160.29,7.33,35.46,0,4.56,109.11,63.92,769.82,80.82,134.94,54.02,9.03,16.21,3.37,5.46,12.27,220.16,59.22,60.24,242.85
11.96,92.49,99.04,162.95,7.28,35.66,0,4.6,108.97,63.33,765.4,80.39,134.35,54.61,8.89,16.44,3.33,5.36,12.16,219.33,58.78,60.39,244.3
11.85,92.84,99.13,162.66,7.29,35.71,0,4.6,109.17,62.68,770.5,80.88,134.69,54.68,9.21,16.7,3.35,5.34,12.18,216.2,58.45,61.04,239.5
11.57,92.87,99.5,163.52,7.26,35.57,0,4.56,109.91,63.51,753.7,79.61,132.54,53.46,9.18,16.82,3.37,5.3,12.31,216.58,58.4,61.7,240.85
11.79,93.89,99.73,165.14,7.37,36.07,0,4.51,110.19,64.13,744.89,77.1,131.23,52.77,8.97,16.92,3.36,5.38,12.26,216.92,58.55,61.53,241.55
12.22,94,101.11,167.91,7.52,36.28,0,4.57,111.62,65.56,746.63,77.39,134.66,54.68,9.27,16.88,3.34,5.33,12.41,216.76,56.79,61.44,240.05
12.28,94.56,101.74,168.19,7.5,36.28,0,4.81,111.46,66.39,771.09,80.68,142.02,58.79,9.38,16.3,3.37,5.22,12.05,216.87,55.98,61.25,242.13
12.33,92.43,100.51,167.91,7.38,36.1,0,4.69,110.28,68.71,761.76,79.51,141.52,56.11,9.63,17.04,3.36,5.18,14.88,219.81,56.69,61.55,248.85
12.22,92.89,99.82,166.64,7.37,35.95,0,4.66,110.59,69.58,755.8,79.99,144.72,55.51,9.69,16.87,3.42,5.21,11.78,224.96,57.75,62.36,256.2
12.29,92.52,98.81,165.77,7.37,36.28,0,4.91,110.01,70.7,782.82,82.27,149.64,55.2,9.56,16.75,3.42,5.24,12.88,223.05,56.57,61.66,253.85
12.29,92.53,98.55,164.62,7.35,35.69,0,4.84,109.91,69.61,775.93,81.88,145.6,52.58,9.34,16.6,3.39,5.27,12.13,222.78,55.59,61.62,254.85
12.44,94.94,101.34,165.6,7.47,36.38,0,4.81,111.74,71.13,814.42,85.2,147.27,52.81,9.41,16.71,3.37,5.3,11.87,225.79,56.01,61.4,260.15
12.22,94.03,100.49,166.06,7.59,36.25,0,4.74,111.73,71.14,821.63,86.24,148.42,53.4,9.3,16.68,3.36,5.23,11.76,225.23,55.86,61.11,261.2
12.44,92.83,98.6,163.18,7.58,35.87,0,4.79,110.59,69.92,818.64,85.52,150.03,53.12,9.42,16.98,3.34,5.16,14.88,224.34,52.46,61.79,259.85
12.4,92.08,98.05,162.08,7.44,35.42,0,4.78,110.35,69.43,813.45,84.22,151.94,51.99,9.57,17.57,3.35,5.04,11.54,223.53,51.24,62.63,251.75
12.46,92.39,98.51,162.72,7.43,35.78,0,4.65,111.74,70.29,810.29,83.74,147.7,51.24,9.57,17.55,3.33,5.01,11.83,227.33,52.98,63.56,259.15
12.61,94.61,99.94,163.7,7.62,36.23,0,4.62,113.32,71.69,807.98,85.91,146.64,49.9,9.64,18.19,3.35,5.02,11.67,226.18,52.14,64.63,264
12.73,95.83,100.84,166.64,7.74,36.05,0,4.94,113.44,71.28,832.69,89.57,155.73,50.76,9.8,18.39,3.35,4.99,12.2,229.73,52.78,66.08,273.85
12.77,96.25,101.48,167.1,7.91,36.46,0,4.94,114,72.71,823.24,89.03,153.24,49.6,9.79,18.22,3.35,4.94,12.07,229.26,52.21,66.1,279.25
12.85,96.95,101.6,167.16,7.99,36.44,0,4.94,114.49,72.18,818.73,87.91,149.18,50.58,9.84,18.44,3.33,5,11.98,232.19,52.94,66.71,285.95
12.96,97.55,102.31,169.81,8.11,36.59,0,5,115.48,73.14,805.5,86.72,148.94,48.43,9.67,18.11,3.29,4.95,11.73,232.97,53.39,67.91,291.1
12.88,95.69,99.98,166.52,8.12,36.04,0,4.91,113.1,73.42,776.84,84.89,144.42,46.33,9.48,18.35,3.15,4.9,11.62,232.24,53.14,67.02,287.5
13.23,95.75,98.88,164.5,8.01,35.96,0,4.85,112.76,72.52,768.57,83.2,143.94,46.16,9.63,18.25,3.16,4.97,11.57,231.89,52.51,67.61,282.85
13.53,96.05,99.27,163.47,7.96,35.98,0,4.92,113.29,72.34,795.29,85.47,152.08,47.39,9.49,18.04,3.07,4.9,11.61,231.66,50.64,68.1,287.6
13.86,96.75,98.55,161.39,7.89,35.86,0,4.86,115.08,72.52,791.42,84.24,148.94,46.87,9.32,18.25,3.08,4.8,11.75,231.35,49.98,67.47,293.7
13.53,96.91,99.08,160.8,7.99,36.08,0,4.87,116.29,75.34,798.63,83.52,145.38,47.89,9.74,18.06,3.09,4.8,11.71,231.47,49.83,68.98,300.85
13.17,96.75,99.87,161.62,7.97,35.23,0,4.88,116.75,76.14,797.34,85.53,147.37,48.71,9.64,17.32,3.04,4.82,11.69,228.14,48.31,69.8,302.15
13.2,97.16,99.45,162.6,7.9,35.34,0,4.82,115.61,76.76,786.35,84.87,144.08,47.29,9.96,17.32,3.05,4.78,11.83,229.67,48.8,68.61,302.6
13.15,98.48,99.2,162.6,8.06,35.61,0,4.61,115.73,77.38,752.68,79.73,135.47,46.03,9.64,16.45,3.02,4.74,11.7,229.44,48.67,67.79,291.4
13.02,98.59,99.52,162.6,7.96,35.94,0,4.67,115.7,77.07,740.48,76.71,133.52,43.74,9.38,16.1,3.05,4.76,11.76,232.33,49.29,67.84,299.3
13.02,100.31,100.21,161.79,8.14,35.76,0,4.89,116.38,78.77,762.23,79.17,137.11,45.67,9.48,16.47,3.05,4.75,11.88,219.74,49.03,68.05,299.8
12.66,100.33,99.75,161.45,8.13,35.54,0,4.83,116.29,78,740.6,77.36,138.49,46.27,9.34,15.92,3.05,4.79,11.9,215.81,49.26,67.61,302.35
