"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)","U:NOC(P)","U:NOC(EPS)","U:NOC(PA)","U:NOC(PB)","U:RTX(P)","U:RTX(EPS)","U:RTX(PA)","U:RTX(PB)","U:HII(P)","U:HII(EPS)","U:HII(PA)","U:HII(PB)","U:LMT(P)","U:LMT(EPS)","U:LMT(PA)","U:LMT(PB)","@AXON(P)","@AXON(EPS)","@AXON(PA)","@AXON(PB)","@MANT(P)","@MANT(EPS)","@MANT(PA)","@MANT(PB)","U:BWXT(P)","U:BWXT(EPS)","U:BWXT(PA)","U:BWXT(PB)","U:CW(P)","U:CW(EPS)","U:CW(PA)","U:CW(PB)","@SWBI(P)","@SWBI(EPS)","@SWBI(PA)","@SWBI(PB)","U:GD(P)","U:GD(EPS)","U:GD(PA)","U:GD(PB)","U:RGR(P)","U:RGR(EPS)","U:RGR(PA)","U:RGR(PB)","@POWW(P)","@POWW(EPS)","@POWW(PA)","@POWW(PB)","U:CACI(P)","U:CACI(EPS)","U:CACI(PA)","U:CACI(PB)","@HON(P)","@HON(EPS)","@HON(PA)","@HON(PB)"
"12/18/15",1.14,0.12,1.16,1.12,71.31,3.09,71.45,71.02,14.74,0.3,14.77,14.74,79.99,2.99,79.99,79.97,646.89,49.12,646.89,646.75,441.85,5.49,441.85,441.33,245.16,24.4,245.16,244.95,0.78,0,0.78,0.78,184.86,10.37,184.82,184.8,54.46,3.91,54.49,54.48,125.45,8.34,125.44,125.32,212.18,11.27,212.19,212.18,16.89,0.37,16.9,16.89,30.39,1.38,30.41,30.39,30.77,0.28,30.79,30.78,65.18,1.91,65.15,65.14,16.39,0.79,16.39,16.38,136.71,8.77,136.65,136.62,59.13,1.58,59.1,59.07,0.75,0,3.61,3.6,93.13,5.25,93.12,93.11,96.94,5.44,96.92,96.9
"12/21/15",1.08,0.12,1.08,1.06,70.01,3.09,70.68,69.99,14.71,0.3,14.73,14.71,78.94,2.99,79.07,78.94,648.07,49.12,648.07,647.67,439.88,5.49,440.41,440.01,242.18,24.4,242.4,242.18,0.8,0,0.8,0.8,189.01,10.37,188.98,188.97,55.21,3.91,55.19,55.19,127.25,8.34,127.25,127.23,215.47,11.27,215.47,215.46,17.93,0.37,17.94,17.93,30.44,1.38,30.47,30.44,30.94,0.28,30.94,30.93,66.41,1.91,66.43,66.42,16.84,0.79,16.84,16.83,138.09,8.77,138.1,138.09,58.96,1.58,58.96,58.92,0.75,0,3.68,3.66,93.2,5.25,93.24,93.21,97.68,5.44,97.67,97.66
"12/22/15",1.15,0.12,1.16,1.13,70.21,3.09,70.43,69.97,14.5,0.3,14.51,14.5,78.44,2.99,78.49,78.37,648.33,49.12,648.46,648.33,437.39,5.49,437.65,437.39,240.48,24.4,240.48,240.27,0.8,0,0.8,0.8,189.37,10.37,189.51,189.48,55.96,3.91,55.98,55.97,127.75,8.34,127.81,127.78,217.58,11.27,217.56,217.49,17.5,0.37,17.5,17.49,30.71,1.38,30.73,30.7,31.5,0.28,31.52,31.5,67.29,1.91,67.31,67.29,17.06,0.79,17.07,17.06,139.94,8.77,139.97,139.95,60.27,1.58,60.27,60.24,0.75,0,3.72,3.7,94.57,5.25,94.61,94.57,99.16,5.44,99.2,99.18
"12/23/15",1.09,0.12,1.11,1.09,70.39,3.09,70.76,70.29,14.83,0.3,14.83,14.82,78.44,2.99,78.6,78.43,655.29,49.12,655.42,655.29,440.01,5.49,440.28,440.15,251.11,24.4,251.32,251.11,0.8,0,0.8,0.8,190,10.37,190.04,190,56.8,3.91,56.79,56.77,128.42,8.34,128.46,128.43,217.93,11.27,217.93,217.92,18.03,0.37,18.04,18.03,30.95,1.38,30.95,30.94,31.75,0.28,31.75,31.74,68.64,1.91,68.64,68.63,16.93,0.79,16.92,16.91,139.89,8.77,139.89,139.87,60.6,1.58,60.59,60.56,0.75,0,3.73,3.71,94.81,5.25,94.84,94.81,99.92,5.44,99.94,99.93
"12/24/15",1.09,0.12,1.1,1.08,70.39,3.09,70.47,70,14.83,0.3,14.96,14.93,79.16,2.99,79.16,78.87,653.19,49.12,653.32,653.19,441.85,5.49,441.85,441.33,253.03,24.4,253.24,253.03,0.79,0,0.79,0.79,190.11,10.37,190.16,190.13,56.8,3.91,56.81,56.8,129.45,8.34,129.53,129.45,218.56,11.27,218.64,218.57,17.85,0.37,17.85,17.84,30.76,1.38,30.79,30.76,31.64,0.28,31.66,31.64,69.01,1.91,69.05,69.01,16.89,0.79,16.89,16.88,139.84,8.77,139.84,139.8,60.36,1.58,60.37,60.33,0.75,0,3.71,3.69,94.55,5.25,94.54,94.47,99.63,5.44,99.61,99.59
"12/25/15",1.09,0.12,1.11,1.09,70.39,3.09,69.94,69.5,14.83,0.3,14.85,14.8,79.16,2.99,78.43,78.24,653.19,49.12,655.57,655.34,446.32,5.49,446.32,446.06,253.03,24.4,252.33,252.12,0.79,0,0.79,0.79,190.11,10.37,189.66,189.63,56.8,3.91,56.53,56.53,129.45,8.34,128.73,128.67,218.56,11.27,218.21,218.16,17.85,0.37,17.45,17.44,30.76,1.38,30.57,30.54,31.64,0.28,31.64,31.62,69.01,1.91,68.78,68.75,16.89,0.79,16.82,16.81,139.84,8.77,139.53,139.5,60.36,1.58,60.2,60.17,0.75,0,3.66,3.64,94.55,5.25,94.12,94.08,99.63,5.44,99.1,99.07
"12/28/15",1.09,0.12,1.1,1.08,70.06,3.09,70.07,69.6,14.71,0.3,14.76,14.71,78.3,2.99,78.36,78.3,653.19,49.12,662.1,661.67,447.76,5.49,447.37,446.84,253.03,24.4,251.34,251.13,0.79,0,0.79,0.79,189.98,10.37,190.02,190,56.68,3.91,56.69,56.69,128.29,8.34,128.32,128.29,218.41,11.27,218.46,218.45,17.25,0.37,17.25,17.24,30.57,1.38,30.57,30.55,31.85,0.28,31.85,31.84,68.86,1.91,68.86,68.85,16.86,0.79,16.86,16.85,139.59,8.77,139.61,139.59,60.33,1.58,60.35,60.33,0.75,0,3.6,3.58,94.32,5.25,94.33,94.32,99.32,5.44,99.36,99.34
"12/29/15",1.09,0.12,1.09,1.08,71.02,3.09,71.05,70.59,14.86,0.3,14.86,14.85,80.07,2.99,80.14,80.07,665.93,49.12,666.59,665.93,451.18,5.49,451.18,451.05,249.42,24.4,249.42,249.21,0.79,0,0.79,0.79,191.48,10.37,191.42,191.4,57.37,3.91,57.38,57.37,129.48,8.34,129.51,129.46,220.47,11.27,220.47,220.43,17.41,0.37,17.41,17.4,30.83,1.38,30.84,30.82,32.23,0.28,32.23,32.21,69.78,1.91,69.75,69.7,17.08,0.79,17.08,17.07,140.34,8.77,140.29,140.27,60.69,1.58,60.67,60.64,0.75,0,3.54,3.52,95.23,5.25,95.23,95.16,100.29,5.44,100.31,100.3
"12/30/15",1.1,0.12,1.1,1.09,70.8,3.09,71.06,71,14.88,0.3,14.88,14.86,79.91,2.99,79.96,79.88,663.96,49.12,663.96,663.3,444.35,5.49,443.95,443.69,246.43,24.4,246.64,246.43,0.78,0,0.78,0.78,190.08,10.37,190.14,190.08,57.15,3.91,57.15,57.14,127.64,8.34,127.61,127.57,219.8,11.27,219.82,219.8,17.81,0.37,17.82,17.81,30.8,1.38,30.8,30.76,32.19,0.28,32.19,32.17,69.78,1.91,69.79,69.77,17,0.79,17,17,139.26,8.77,139.24,139.21,60.08,1.58,60.08,60.05,0.75,0,3.49,3.47,94.55,5.25,94.57,94.5,99.45,5.44,99.43,99.42
"12/31/15",1.15,0.12,1.16,1.13,70.8,3.09,70.5,70.51,14.88,0.3,14.53,14.51,79.69,2.99,79.79,79.57,656.21,49.12,656.34,656.21,450.26,5.49,450.26,449.21,244.52,24.4,244.74,244.52,0.78,0,0.78,0.78,188.81,10.37,188.84,188.81,56.66,3.91,56.65,56.64,126.85,8.34,126.85,126.77,217.15,11.27,217.19,217.11,17.29,0.37,17.29,17.28,30.24,1.38,30.2,30.19,31.77,0.28,31.77,31.76,68.5,1.91,68.5,68.48,16.88,0.79,16.88,16.87,137.36,8.77,137.33,137.32,59.61,1.58,59.66,59.64,0.75,0,3.45,3.43,92.78,5.25,92.75,92.69,98.6,5.44,98.58,98.56
"01/01/16",1.15,0.12,1.16,1.12,70.8,3.09,70.04,69.81,14.88,0.3,14.17,14.14,79.69,2.99,78.88,78.73,656.21,49.12,652.3,651.97,460.5,5.49,460.77,459.72,244.52,24.4,240.64,240.4,0.78,0,0.79,0.79,188.81,10.37,186.68,186.66,56.66,3.91,56.3,56.29,126.85,8.34,125,124.9,217.15,11.27,213.45,213.37,17.29,0.37,16.92,16.91,30.24,1.38,29.5,29.5,31.77,0.28,31.44,31.42,68.5,1.91,66.91,66.9,16.88,0.79,16.83,16.82,137.36,8.77,136.17,136.16,59.61,1.58,59.34,59.33,0.75,0,3.43,3.41,92.78,5.25,90.24,90.16,98.6,5.44,97.77,97.76
"01/04/16",1.15,0.12,1.16,1.13,70.02,3.09,70.22,69.76,14.27,0.3,14.29,14.27,78.46,2.99,78.46,78.42,648.2,49.12,648.2,647.67,446.58,5.49,446.71,446.58,238.15,24.4,238.15,237.94,0.8,0,0.8,0.79,187.51,10.37,187.55,187.52,56.37,3.91,56.38,56.37,124.22,8.34,124.35,124.26,213.21,11.27,213.25,213.21,16.83,0.37,16.83,16.82,29.16,1.38,29.14,29.13,31.48,0.28,31.51,31.48,67.27,1.91,67.28,67.27,17.88,0.79,17.89,17.88,136.07,8.77,136.09,136.07,61.39,1.58,61.41,61.39,0.75,0,3.44,3.42,89.58,5.25,89.65,89.59,97.65,5.44,97.69,97.68
"01/05/16",1.17,0.12,1.17,1.17,70.97,3.09,71.12,70.66,14.83,0.3,14.84,14.83,79.33,2.99,79.34,79.25,648.86,49.12,648.86,648.72,450.92,5.49,450.92,450.13,240.06,24.4,240.27,240.06,0.81,0,0.81,0.81,192.39,10.37,192.45,192.41,56.46,3.91,56.48,56.47,127.02,8.34,127.02,126.95,218.26,11.27,218.26,218.24,17.02,0.37,17.02,17.01,29.23,1.38,29.23,29.22,31.86,0.28,31.86,31.84,70.8,1.91,70.81,70.79,19.86,0.79,19.87,19.86,136.64,8.77,136.64,136.61,65.54,1.58,65.56,65.54,0.75,0,3.46,3.44,91.7,5.25,91.7,91.69,98.45,5.44,98.5,98.47
"01/06/16",1.11,0.12,1.12,1.11,69.98,3.09,70.29,69.83,14.48,0.3,14.52,14.48,78.94,2.99,78.99,78.93,673.16,49.12,673.16,672.5,445.53,5.49,445.79,445.53,238.15,24.4,238.57,238.15,0.81,0,0.81,0.81,190.47,10.37,190.5,190.49,54.92,3.91,54.92,54.92,127.47,8.34,127.53,127.47,217.63,11.27,217.65,217.63,17.64,0.37,17.65,17.64,29.06,1.38,29.08,29.06,31.4,0.28,31.42,31.41,73.13,1.91,73.14,73.13,18.98,0.79,18.98,18.96,135.26,8.77,135.25,135.24,63.22,1.58,63.27,63.24,0.75,0,3.49,3.47,90.51,5.25,90.48,90.43,97.33,5.44,97.35,97.33
"01/07/16",1.07,0.12,1.09,1.06,66.37,3.09,66.39,65.81,14.47,0.3,14.48,14.47,79.21,2.99,79.21,79.05,663.96,49.12,663.96,663.3,444.87,5.49,445.66,444.87,232.2,24.4,232.2,231.97,0.81,0,0.81,0.81,188.11,10.37,188.09,188.03,54.2,3.91,54.22,54.21,124.89,8.34,124.89,124.88,213.29,11.27,213.37,213.33,16.59,0.37,16.61,16.59,28.68,1.38,28.71,28.68,30.59,0.28,30.61,30.59,70.45,1.91,70.47,70.45,18.14,0.79,18.13,18.13,130.8,8.77,130.78,130.76,60.54,1.58,60.55,60.53,0.75,0,3.52,3.51,89.1,5.25,89.21,89.15,94.47,5.44,94.49,94.48
"01/08/16",1.05,0.12,1.09,1.05,68.33,3.09,68.09,67.63,14.28,0.3,14.29,14.28,79.86,2.99,79.87,79.86,682.35,49.12,683.01,682.35,443.3,5.49,443.3,443.03,237.94,24.4,238.15,237.94,0.83,0,0.83,0.83,186.07,10.37,186.09,186.07,53.32,3.91,53.3,53.28,127.22,8.34,127.22,127.18,212.91,11.27,212.81,212.78,16.28,0.37,16.28,16.27,28.13,1.38,28.19,28.13,30.29,0.28,30.31,30.3,69.62,1.91,69.62,69.6,17.38,0.79,17.38,17.37,130.19,8.77,130.16,130.14,58.23,1.58,58.26,58.23,0.75,0,3.55,3.54,86.85,5.25,86.83,86.8,93.71,5.44,93.7,93.68
"01/11/16",0.87,0.12,0.87,0.86,67.01,3.09,67.37,66.91,14.36,0.3,14.36,14.35,82.78,2.99,82.88,82.77,691.54,49.12,692.2,691.54,447.37,5.49,447.37,446.19,234.74,24.4,234.95,234.74,0.84,0,0.84,0.84,188.11,10.37,188.13,188.11,53.38,3.91,53.35,53.34,126.47,8.34,126.47,126.45,215.35,11.27,215.3,215.28,15.86,0.37,15.86,15.85,28.43,1.38,28.43,28.4,30.25,0.28,30.25,30.23,69.54,1.91,69.55,69.54,17.13,0.79,17.13,17.12,131.29,8.77,131.3,131.29,56,1.58,56,55.99,0.75,0,3.57,3.56,88.14,5.25,88.14,88.09,93.7,5.44,93.69,93.68
"01/12/16",0.81,0.12,0.82,0.8,68.56,3.09,68.32,67.86,14.52,0.3,14.53,14.52,83.57,2.99,83.6,83.54,684.98,49.12,685.63,684.98,445.27,5.49,445.4,445.27,236.44,24.4,236.65,236.44,0.87,0,0.87,0.87,188.92,10.37,188.95,188.92,53.38,3.91,53.39,53.38,129.02,8.34,129.11,129.06,217.96,11.27,217.93,217.87,16.02,0.37,16.04,16.02,28.57,1.38,28.6,28.57,30.5,0.28,30.5,30.49,70.52,1.91,70.52,70.5,17.37,0.79,17.37,17.35,132.49,8.77,132.51,132.49,56.75,1.58,56.75,56.74,0.75,0,3.58,3.57,87.96,5.25,87.94,87.91,94.41,5.44,94.4,94.38
"01/13/16",0.82,0.12,0.83,0.8,68.8,3.09,68.25,67.79,14.63,0.3,14.63,14.62,83.19,2.99,83.21,83.16,688.92,49.12,689.57,688.92,442.25,5.49,442.25,441.33,238.36,24.4,238.36,238.15,0.86,0,0.86,0.86,184.86,10.37,184.93,184.88,52.39,3.91,52.39,52.39,122.91,8.34,122.9,122.83,214.4,11.27,214.47,214.44,15.41,0.37,15.42,15.41,28.94,1.38,28.96,28.95,30.43,0.28,30.43,30.41,69.03,1.91,69.06,69.05,16.18,0.79,16.18,16.17,129.05,8.77,129.05,129.03,51.89,1.58,51.93,51.91,0.75,0,3.57,3.57,86.58,5.25,86.57,86.56,92.44,5.44,92.44,92.43
"01/14/16",0.82,0.12,0.83,0.81,65.58,3.09,66.06,65.61,13.98,0.3,13.99,13.98,80.77,2.99,80.78,80.77,681.04,49.12,681.04,680.38,433.45,5.49,433.58,433.45,236.65,24.4,236.87,236.65,0.85,0,0.85,0.85,185.55,10.37,185.55,185.49,52.5,3.91,52.48,52.46,124.96,8.34,125.02,124.96,216.42,11.27,216.27,216.26,15.48,0.37,15.48,15.47,29.64,1.38,29.64,29.61,29.49,0.28,29.5,29.49,68.65,1.91,68.67,68.65,15.99,0.79,16,15.99,129.04,8.77,129.03,129.02,52.35,1.58,52.36,52.35,0.75,0,3.56,3.55,87.72,5.25,87.71,87.64,94,5.44,94,93.99
"01/15/16",0.76,0.12,0.77,0.75,62.5,3.09,63.16,62.67,13.31,0.3,13.31,13.3,78.89,2.99,78.89,78.84,674.47,49.12,674.47,673.81,433.31,5.49,433.31,432.92,231.34,24.4,231.34,231.13,0.84,0,0.84,0.84,184.21,10.37,184.16,184.12,50.51,3.91,50.52,50.51,123.65,8.34,123.64,123.59,215.99,11.27,216.03,215.99,14.63,0.37,14.64,14.63,29.47,1.38,29.47,29.43,28.8,0.28,28.79,28.77,67.95,1.91,67.95,67.93,15.78,0.79,15.78,15.78,125.99,8.77,125.98,125.95,53.26,1.58,53.26,53.22,0.75,0,3.54,3.53,87.7,5.25,87.7,87.69,92.59,5.44,92.56,92.55
"01/18/16",0.75,0.12,0.77,0.74,63.91,3.09,64.35,63.89,13.07,0.3,13.08,13.07,78.07,2.99,78.12,78.07,668.56,49.12,669.22,668.56,439.36,5.49,439.36,439.23,229,24.4,229.21,229,0.83,0,0.83,0.83,184.21,10.37,185.84,185.78,50.51,3.91,49.96,49.96,123.65,8.34,121.97,121.93,215.99,11.27,216.61,216.54,14.63,0.37,14.23,14.22,29.47,1.38,29.36,29.34,28.8,0.28,28.67,28.65,67.95,1.91,66.66,66.64,15.78,0.79,15.57,15.57,125.99,8.77,126.6,126.57,53.26,1.58,52.85,52.81,0.75,0,3.51,3.5,87.7,5.25,86.43,86.43,92.59,5.44,92.38,92.36
"01/19/16",0.77,0.12,0.78,0.77,66.77,3.09,66.79,66.33,13.35,0.3,13.35,13.33,79.73,2.99,79.73,79.67,664.62,49.12,665.27,664.62,440.15,5.49,440.41,440.15,233.89,24.4,234.1,233.89,0.85,0,0.85,0.85,186.75,10.37,186.69,186.64,50.28,3.91,50.27,50.26,121.8,8.34,121.77,121.74,215.29,11.27,215.39,215.33,14.5,0.37,14.5,14.49,29.1,1.38,29.1,29.08,28.45,0.28,28.45,28.44,65.75,1.91,65.75,65.72,15.51,0.79,15.51,15.51,127.38,8.77,127.37,127.36,52.78,1.58,52.8,52.77,0.75,0,3.48,3.47,86.61,5.25,86.56,86.54,92.66,5.44,92.69,92.66
"01/20/16",0.77,0.12,0.78,0.76,64.1,3.09,64.64,64.18,12.7,0.3,12.71,12.7,77.07,2.99,77.08,77.07,643.6,49.12,643.6,643.34,429.64,5.49,430.82,429.64,225.81,24.4,226.02,225.81,0.83,0,0.83,0.83,182.56,10.37,182.57,182.56,50.03,3.91,50.03,50.02,121.98,8.34,122,121.99,210.4,11.27,210.64,210.63,15.1,0.37,15.11,15.1,28.23,1.38,28.23,28.19,27.79,0.28,27.77,27.75,65.66,1.91,65.66,65.62,15.58,0.79,15.59,15.58,124.18,8.77,124.21,124.19,53.98,1.58,53.98,53.95,0.75,0,3.46,3.44,87.92,5.25,87.95,87.92,91.62,5.44,91.63,91.62
"01/21/16",0.81,0.12,0.82,0.79,65.43,3.09,65.4,64.94,12.95,0.3,12.95,12.94,77.99,2.99,78.24,77.98,629.42,49.12,629.55,629.42,424.25,5.49,426.09,424.25,227.3,24.4,227.3,227.09,0.81,0,0.81,0.81,181.22,10.37,181.28,181.23,50.47,3.91,50.46,50.46,121.41,8.34,121.41,121.37,210.79,11.27,210.74,210.72,15.66,0.37,15.66,15.65,27.62,1.38,27.62,27.59,27.88,0.28,27.87,27.86,65.48,1.91,65.44,65.43,15.77,0.79,15.77,15.76,124.32,8.77,124.31,124.29,54.59,1.58,54.57,54.52,0.75,0,3.43,3.41,84.59,5.25,84.59,84.57,91.95,5.44,91.92,91.9
"01/22/16",0.88,0.12,0.89,0.84,67.81,3.09,68.61,68.04,13.2,0.3,13.2,13.19,80.65,2.99,80.65,80.57,647.15,49.12,647.15,647.02,429.51,5.49,429.64,429.51,230.91,24.4,231.13,230.91,0.83,0,0.83,0.83,184.11,10.37,184.11,184.09,50.93,3.91,50.94,50.93,122.86,8.34,122.84,122.79,212.04,11.27,212.05,212.04,15.43,0.37,15.43,15.42,28.29,1.38,28.29,28.26,28.31,0.28,28.29,28.28,66.7,1.91,66.69,66.68,15.98,0.79,15.98,15.98,126.37,8.77,126.38,126.36,56.12,1.58,56.13,56.09,0.75,0,3.41,3.39,86.21,5.25,86.19,86.14,93.13,5.44,93.12,93.11
"01/25/16",0.93,0.12,0.94,0.93,69.06,3.09,69.68,69.1,13.02,0.3,13.02,13.01,81.87,2.99,81.87,81.84,651.22,49.12,651.35,651.22,427.27,5.49,427.93,427.27,231.34,24.4,231.34,231.13,0.87,0,0.87,0.87,181.83,10.37,181.94,181.9,50.08,3.91,50.08,50.08,121.86,8.34,121.96,121.9,211.01,11.27,211.01,210.95,15.02,0.37,15.03,15.02,27.77,1.38,27.78,27.74,28.2,0.28,28.2,28.19,67.68,1.91,67.72,67.7,16.05,0.79,16.05,16.04,124.6,8.77,124.65,124.62,56.45,1.58,56.45,56.39,0.75,0,3.38,3.36,83.59,5.25,83.6,83.55,91.85,5.44,91.89,91.86
"01/26/16",0.93,0.12,0.94,0.93,71.64,3.09,71.55,70.97,13.02,0.3,13.02,13.01,79.82,2.99,79.92,79.8,660.02,49.12,660.68,660.02,427.54,5.49,427.93,427.54,231.13,24.4,231.13,230.91,0.86,0,0.86,0.86,182.5,10.37,182.49,182.48,50.52,3.91,50.54,50.53,124.78,8.34,124.87,124.78,209.93,11.27,209.97,209.95,15.85,0.37,15.86,15.84,27.81,1.38,27.82,27.79,28.61,0.28,28.62,28.61,69.37,1.91,69.4,69.38,16.3,0.79,16.31,16.3,127.38,8.77,127.38,127.37,57.48,1.58,57.52,57.49,0.75,0,3.36,3.34,84.57,5.25,84.58,84.57,93.78,5.44,93.75,93.74
"01/27/16",0.91,0.12,0.92,0.89,72.31,3.09,72.66,72.08,12.52,0.3,12.52,12.51,79.95,2.99,79.95,79.89,665.93,49.12,665.93,665.27,429.51,5.49,430.29,429.51,229.42,24.4,229.42,229.21,0.85,0,0.85,0.85,178.19,10.37,178.16,178.08,50.61,3.91,50.64,50.61,122.16,8.34,122.2,122.17,207.86,11.27,207.83,207.75,15.15,0.37,15.16,15.15,27.67,1.38,27.67,27.64,28.86,0.28,28.87,28.86,67.99,1.91,68.01,67.99,15.45,0.79,15.45,15.45,129,8.77,128.94,128.88,55.2,1.58,55.19,55.14,0.75,0,3.35,3.32,82.35,5.25,82.36,82.35,92.31,5.44,92.31,92.28
"01/28/16",0.91,0.12,0.91,0.89,71.38,3.09,71.95,71.37,12.41,0.3,12.42,12.41,78.24,2.99,78.24,78.23,663.96,49.12,663.96,663.3,442.64,5.49,442.64,441.33,230.7,24.4,230.7,230.49,0.84,0,0.84,0.84,180.15,10.37,179.99,179.95,50.99,3.91,50.98,50.97,122.45,8.34,122.53,122.49,206.66,11.45,206.57,206.5,14.8,0.37,14.8,14.79,27.82,1.38,27.84,27.82,29.21,0.28,29.21,29.18,69.23,1.91,69.24,69.23,15.68,0.79,15.68,15.68,128.65,8.77,128.65,128.63,56.41,1.58,56.41,56.39,0.75,0,3.33,3.3,81.76,5.25,81.8,81.77,93.27,5.44,93.21,93.15
"01/29/16",0.95,0.12,0.97,0.93,75.67,3.09,75.78,75.21,12.6,0.3,12.62,12.6,80.92,2.99,80.93,80.92,677.75,49.12,678.41,677.75,446.71,5.49,446.58,446.45,236.02,24.4,236.02,235.81,0.84,0,0.84,0.84,185.06,10.37,185.11,185.06,51.72,3.91,51.71,51.7,127.88,8.34,127.88,127.86,211,11.45,210.92,210.9,15.39,0.37,15.39,15.38,28.83,1.38,28.84,28.82,29.94,0.28,29.94,29.92,69,1.91,69.61,69.54,16.56,0.79,16.56,16.55,133.77,9.07,133.75,133.73,58.85,1.58,58.85,58.84,0.75,0,3.32,3.29,83.07,5.25,83.07,83,98.25,5.44,97.81,97.8
"02/01/16",0.94,0.12,0.95,0.94,74.46,3.09,74.97,74.4,12.63,0.3,12.65,12.63,80.99,2.99,81.02,80.99,668.56,49.12,669.22,668.56,441.46,5.49,441.72,441.46,236.02,24.4,236.02,235.81,0.83,0,0.83,0.83,188.64,10.37,188.62,188.59,51.64,5.08,51.63,51.62,126.72,8.34,126.79,126.73,209.8,11.45,209.82,209.81,15.43,0.37,15.43,15.42,28.03,1.38,28.05,28.03,30,0.28,29.99,29.98,69.1,1.91,69.1,69.08,16.65,0.79,16.65,16.64,133.62,9.07,133.58,133.56,59.14,1.58,59.18,59.14,0.75,0,3.31,3.28,81.59,5.25,81.62,81.59,97.94,5.44,97.91,97.9
"02/02/16",0.9,0.12,0.91,0.9,74.96,3.09,75,74.42,12.26,0.3,12.27,12.26,79.28,2.99,79.34,79.28,658.05,49.12,658.05,657.39,442.64,5.49,443.03,442.64,226.02,24.4,226.23,226.02,0.84,0,0.84,0.84,187.44,10.39,187.49,187.46,50.38,5.08,50.38,50.37,124.58,8.34,124.68,124.64,210.45,11.45,210.42,210.34,14.75,0.37,14.76,14.75,27.48,1.38,27.48,27.45,29.8,0.28,29.81,29.8,66.4,1.91,66.4,66.39,16.91,0.79,16.93,16.92,133.53,9.07,133.53,133.5,60.28,1.58,60.32,60.28,0.75,0,3.29,3.27,80.95,5.25,80.95,80.93,95.83,5.75,95.86,95.83
"02/03/16",0.9,0.12,0.9,0.88,74.96,3.09,75.3,74.84,12.03,0.3,12.04,12.03,78.34,2.99,78.35,78.26,638.74,49.12,638.74,638.61,440.8,5.49,441.46,440.8,218.15,24.4,218.37,218.15,0.84,0,0.84,0.84,189.77,10.39,189.73,189.71,50.7,5.08,50.7,50.69,125.63,8.34,125.61,125.52,212.92,11.45,212.97,212.94,15.06,0.37,15.07,15.06,27.84,1.38,27.84,27.83,30.14,0.28,30.14,30.13,66.94,1.91,66.96,66.94,16.62,0.79,16.62,16.61,133.79,9.07,133.83,133.81,60.33,1.58,60.33,60.29,0.75,0,3.28,3.27,80.72,5.25,80.78,80.71,97.26,5.75,97.31,97.28
"02/04/16",0.91,0.12,0.91,0.89,71.78,3.09,71.66,71.08,11.81,0.3,11.82,11.81,76.05,2.99,76.08,75.94,643.34,49.12,643.34,643.21,437.39,5.49,438.7,437.39,222.41,24.4,222.41,222.2,0.83,0,0.83,0.83,186.35,10.39,186.36,186.35,51.97,5.08,51.98,51.97,125.95,8.34,125.97,125.93,210.21,11.45,210.26,210.21,15.8,0.37,15.8,15.79,28.15,1.38,28.17,28.15,29.4,0.28,29.4,29.39,67.71,1.91,67.71,67.69,16.77,0.79,16.78,16.77,135.35,9.07,135.38,135.36,61.38,1.58,61.42,61.39,0.75,0,3.27,3.26,92.86,5.25,92.94,92.92,97.63,5.75,97.66,97.64
"02/05/16",0.89,0.12,0.9,0.87,70.45,3.09,70.59,69.89,11.11,0.3,11.12,11.11,73.15,2.99,73.18,73.15,629.15,49.12,629.29,629.15,428.72,5.49,429.37,428.32,224.96,24.4,224.96,224.75,0.83,0,0.83,0.83,186.49,10.39,186.47,186.43,51.81,5.08,51.8,51.79,125.38,8.34,125.36,125.33,211.94,11.45,211.99,211.94,15.53,0.37,15.54,15.53,27.5,1.38,27.51,27.5,28.62,0.28,28.61,28.59,65.83,1.91,65.86,65.83,16.44,0.79,16.44,16.44,134.2,9.07,134.2,134.18,61.96,1.58,61.99,61.97,0.75,0,3.26,3.25,91.07,5.25,91.11,91.07,97.23,5.75,97.23,97.21
"02/08/16",0.87,0.12,0.88,0.86,65.77,3.09,65.57,65,10.62,0.3,10.64,10.61,71.33,2.99,71.33,71.31,614.05,49.12,614.05,613.92,423.86,5.49,424.25,423.86,219.01,24.4,219.22,219.01,0.81,0,0.81,0.81,185.62,10.39,185.6,185.59,51.18,5.08,51.21,51.2,125.17,8.34,125.17,125.11,214.53,11.45,214.62,214.6,15.38,0.37,15.38,15.37,27.78,1.38,27.8,27.79,27.84,0.28,27.85,27.84,65.2,1.91,65.23,65.2,16.35,0.79,16.35,16.34,132.26,9.07,132.28,132.26,63.78,1.58,63.79,63.78,0.75,0,3.25,3.24,93.54,5.25,93.58,93.55,96.66,5.75,96.65,96.64
